experiment_name,n_protein,cytokine_protein,best_cluster,best_pdb_path,Nstruc,Evdw+0.1Eelec,Evdw+0.1Eelec_sd,Evdw,Evdw_sd,Eelec,Eelec_sd,Eair,Eair_sd,Edesolv,Edesolv_sd,AIRviol,AIRviol_sd,dihedviol,dihedviol_sd,BSA,BSA_sd,haddock-score,haddock-score_sd,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M,intraclashes_group1,intraclashes_group2,foldx_deltaG_kcalpermol,stability_group1,stability_group2
SARS-CoV-N__CCL3L1,SARS-CoV-N,CCL3L1,5,./results/SARS-CoV-N__CCL3L1/run1/structures/it1/water/SARS-CoV-N__CCL3L1_101w.pdb,6,-85.77,7.63,-65.49,5.8,-202.82,32.07,3052.53,52.41,6.045,3.392,49.17,0,0,0,1872.058,63.207,205.245,10.857,-10.1,4.2E-08,24.792,4.43023,-1.09195,265.2,16.1904
SARS-CoV-2-XBB-N__CXCL11,SARS-CoV-2-XBB-N,CXCL11,1,./results/SARS-CoV-2-XBB-N__CXCL11/run1/structures/it1/water/SARS-CoV-2-XBB-N__CXCL11_179w.pdb,12,-85.91,14.63,-55.38,11.73,-305.3,74.27,2761.05,153.71,26.436,3.586,44.75,0,0,0,2623.288,211.079,187.515,24.351,-11.8,2.3E-09,27.063,4.46356,-1.07139,267.712,40.7066
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL8,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL8,4,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL8/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL8_14w.pdb,6,-96.31,13.02,-63.61,9.33,-327.04,50.65,2755.87,208.31,22.369,3.725,44.83,0,0,0,2505.272,228.754,168.937,24.298,-10.3,2.6E-08,31.0926,5.87445,-1.07086,284.734,15.0501
RaTG13-N__CXCL13,RaTG13-N,CXCL13,1,./results/RaTG13-N__CXCL13/run1/structures/it1/water/RaTG13-N__CXCL13_64w.pdb,5,-87.67,7.03,-73.46,6.9,-142.12,39.52,2879.35,155.57,2.648,2.777,47.6,0,0,0,2318.112,21.87,188.697,11.159,-8.9,3.1E-07,30.7928,4.3281,-1.06428,269.257,23.9732
SARS-CoV-2-BA.4-N__CCL27,SARS-CoV-2-BA.4-N,CCL27,1,./results/SARS-CoV-2-BA.4-N__CCL27/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL27_98w.pdb,4,-88.26,6.43,-61.6,4.39,-266.59,24.07,3204.99,100.62,14.804,1.537,50.25,0,0,0,2217.472,82.841,220.383,9.63,-10.7,1.4E-08,25.5118,5.90565,-1.06175,281.833,26.6223
SARS-CoV-2-BA.1.1-N__CCL27,SARS-CoV-2-BA.1.1-N,CCL27,1,./results/SARS-CoV-2-BA.1.1-N__CCL27/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL27_26w.pdb,7,-110.57,11.87,-84,12.99,-265.74,40.51,2899.51,160.19,16.221,5.136,51.57,0,0,0,2732.899,166.101,169.026,26.276,-14.3,3.3E-11,24.2297,8.06594,-1.03211,257.657,24.9893
SARS-CoV-2-XBB-N__CXCL7,SARS-CoV-2-XBB-N,CXCL7,3,./results/SARS-CoV-2-XBB-N__CXCL7/run1/structures/it1/water/SARS-CoV-2-XBB-N__CXCL7_187w.pdb,5,-93,15.12,-60.04,10.43,-329.63,49.99,2830.54,191.75,21.185,2.699,48.8,0,0,0,2328.096,145.54,178.273,17.621,-10.5,1.9E-08,24.8287,3.12,-1.00927,259.094,49.2282
SARS-CoV-2-P.1-N__CCL2,SARS-CoV-2-P.1-N,CCL2,3,./results/SARS-CoV-2-P.1-N__CCL2/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL2_114w.pdb,4,-85.84,12.35,-63.08,12.06,-227.68,29.83,3115.71,154.28,19.718,2.718,48.5,0,0,0,2329.755,145.992,222.676,12.08,-7.9,1.7E-06,21.6811,7.08445,-0.99927,271.635,20.8635
SARS-CoV-2-B.1.1.7-N__IFNomega,SARS-CoV-2-B.1.1.7-N,IFNomega,1,./results/SARS-CoV-2-B.1.1.7-N__IFNomega/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__IFNomega_15w.pdb,6,-93.94,3.55,-56.24,4.23,-376.98,36.94,3508.16,280.62,8.951,2.518,57.5,0,0,0,2630.022,31.366,218.21,19.145,-10.4,2.4E-08,26.2118,12.7826,-0.989656,248.401,0.121506
SARS-CoV-2-BA.2-N__CXCL3,SARS-CoV-2-BA.2-N,CXCL3,1,./results/SARS-CoV-2-BA.2-N__CXCL3/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CXCL3_106w.pdb,7,-85.26,9.97,-47.23,8.84,-380.24,25.61,2723.65,212.08,24.941,3.585,44.43,0,0,0,2235.866,234.641,174.023,26.407,-10.1,4E-08,24.2252,5.87978,-0.976208,256.265,28.7028
RaTG13-N__CXCL2,RaTG13-N,CXCL2,4,./results/RaTG13-N__CXCL2/run1/structures/it1/water/RaTG13-N__CXCL2_65w.pdb,6,-135.35,24.05,-101.98,23.96,-333.64,50.93,2677.99,130.91,16.442,4.285,47.67,0,0,0,3269.703,385.592,115.528,34.868,-15.9,2.2E-12,27.2939,4.9231,-0.963521,257.754,38.0673
RaTG13-N__IL-13,RaTG13-N,IL-13,4,./results/RaTG13-N__IL-13/run1/structures/it1/water/RaTG13-N__IL-13_144w.pdb,5,-106.16,19.18,-69.5,18.75,-366.58,23.54,2837.33,200.59,14.709,4.131,45.2,0,0,0,2429.418,215.504,155.625,26.084,-14.1,4.7E-11,29.6337,5.96659,-0.955801,278.991,17.2621
SARS-CoV-2-BA.4-N__IL-18BP,SARS-CoV-2-BA.4-N,IL-18BP,12,./results/SARS-CoV-2-BA.4-N__IL-18BP/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IL-18BP_81w.pdb,2,-104.61,14.81,-80.52,16.46,-240.81,16.46,3187.93,115.47,6.483,4.186,52,0,0,0,2844.52,326.54,196.589,28.902,-16.1,1.6E-12,27.7602,10.2499,-0.940721,269.246,69.5755
SARS-CoV-2-BA.1.1-N__IL-10,SARS-CoV-2-BA.1.1-N,IL-10,3,./results/SARS-CoV-2-BA.1.1-N__IL-10/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__IL-10_178w.pdb,3,-85.12,1.9,-55.14,1.35,-299.82,16.3,3359.15,219.64,23.423,0.949,59.33,0,0,0,2412.683,50.494,226.945,3.685,-10.9,1E-08,24.4328,11.5705,-0.921638,259.934,8.39156
SARS-CoV-2-BA.4-N__CCL15,SARS-CoV-2-BA.4-N,CCL15,4,./results/SARS-CoV-2-BA.4-N__CCL15/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL15_31w.pdb,4,-86.44,13.36,-65.7,10.29,-207.45,41.14,3144.78,118.61,-12.109,6.211,52.5,0,0,0,2539.602,271.654,195.181,19.512,-14.1,4.9E-11,23.2451,3.58321,-0.898526,270.397,31.4049
SARS-CoV-2-B.1.1-N__CCL7,SARS-CoV-2-B.1.1-N,CCL7,1,./results/SARS-CoV-2-B.1.1-N__CCL7/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL7_103w.pdb,13,-103.17,9.73,-68.99,6.89,-341.79,41.38,3049.92,158.17,18.969,3.225,47.54,0,0,0,2688.075,145.754,186.61,16.408,-9.9,5.6E-08,30.1562,5.98972,-0.89384,282.108,26.637
SARS-CoV-2-BA.1.1-N__CXCL8,SARS-CoV-2-BA.1.1-N,CXCL8,3,./results/SARS-CoV-2-BA.1.1-N__CXCL8/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CXCL8_89w.pdb,4,-103.93,14.41,-62,11.2,-419.35,48.8,2736.27,108.34,28.964,1.988,46,0,0,0,2733.213,188.558,156.723,19.214,-14.6,2.1E-11,27.3615,5.76241,-0.878636,257.308,21.5796
BANAL-20-52-N__IFNA2,BANAL-20-52-N,IFNA2,2,./results/BANAL-20-52-N__IFNA2/run1/structures/it1/water/BANAL-20-52-N__IFNA2_129w.pdb,4,-65.43,6.05,-41.69,8.84,-237.4,61.89,3243.63,147.03,19.947,4.464,55.5,0,0,0,2058.17,121.207,255.139,14.428,-10.2,3.2E-08,31.7895,10.3484,-0.863386,267.199,-7.56045
SARS-CoV-N__CCL13,SARS-CoV-N,CCL13,5,./results/SARS-CoV-N__CCL13/run1/structures/it1/water/SARS-CoV-N__CCL13_134w.pdb,11,-91.32,8.46,-69.35,8.36,-219.65,26.52,2626.49,175.78,-0.274,2.975,44.91,0,0,0,2170.448,96.229,149.094,18.037,-11.2,6.1E-09,23.2992,4.44204,-0.857624,280.741,12.5634
MERS-CoV-N__IL-12p70,MERS-CoV-N,IL-12p70,5,./results/MERS-CoV-N__IL-12p70/run1/structures/it1/water/MERS-CoV-N__IL-12p70_22w.pdb,2,-101.23,1.67,-57.36,2.77,-438.73,11,5658.65,225.96,29.722,0.253,90.5,0,0,0,3038.54,16.28,450.486,22.915,-15.2,6.5E-12,34.6828,37.856,-0.853343,284.241,31.0061
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL27,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL27,1,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL27/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL27_88w.pdb,5,-91.79,9.3,-65.34,9.48,-264.48,16.6,2980.37,98.25,12.495,0.845,46.4,0,0,0,2482.172,97.386,192.297,10.906,-12.2,1E-09,25.0203,4.72438,-0.840155,269.332,23.2113
SARS-CoV-2-WA1-N__CCL14,SARS-CoV-2-WA1-N,CCL14,1,./results/SARS-CoV-2-WA1-N__CCL14/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL14_198w.pdb,12,-104.12,9.79,-79.86,9.17,-242.53,84.95,3128.02,141.71,6.23,10.427,51.67,0,0,0,2576.307,163.432,190.661,20.155,-14.9,1.1E-11,18.3919,5.07075,-0.836884,263.782,20.4924
SARS-CoV-2-BA.2-N__CCL13,SARS-CoV-2-BA.2-N,CCL13,2,./results/SARS-CoV-2-BA.2-N__CCL13/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL13_126w.pdb,7,-82.17,6.8,-60.65,6.31,-215.19,33.51,3047.83,124.1,12.546,1.546,49.57,0,0,0,2055.871,113.381,213.639,16.632,-9.4,1.3E-07,22.2305,4.20005,-0.804164,248.608,18.5361
SARS-CoV-2-XBB-N__CXCL6,SARS-CoV-2-XBB-N,CXCL6,5,./results/SARS-CoV-2-XBB-N__CXCL6/run1/structures/it1/water/SARS-CoV-2-XBB-N__CXCL6_132w.pdb,5,-95.35,8.76,-61.48,9.16,-338.68,19.88,2730.97,198.94,24.578,3.12,49,0,0,0,2593.356,126.565,168.459,22.544,-11.3,5E-09,28.3294,5.19533,-0.799329,261.574,20.7586
SARS-CoV-2-P.1-N__CXCL1,SARS-CoV-2-P.1-N,CXCL1,2,./results/SARS-CoV-2-P.1-N__CXCL1/run1/structures/it1/water/SARS-CoV-2-P.1-N__CXCL1_136w.pdb,5,-101.81,8.68,-71.81,9.25,-299.95,17.95,2728.11,217.98,16.961,2.022,44.6,0,0,0,2825.206,179.548,157.967,18.668,-9.8,6E-08,24.5331,3.27376,-0.782771,282.08,22.1185
BANAL-20-52-N__CXCL13,BANAL-20-52-N,CXCL13,11,./results/BANAL-20-52-N__CXCL13/run1/structures/it1/water/BANAL-20-52-N__CXCL13_46w.pdb,4,-108.02,14.39,-76.51,15.31,-315.09,26.16,2706.91,126.61,12.856,6.309,48.25,0,0,0,2560.81,290.812,144.016,19.411,-13.3,1.6E-10,26.3295,4.69904,-0.767478,260.953,32.3021
SARS-CoV-2-XBB-N__CCL17,SARS-CoV-2-XBB-N,CCL17,3,./results/SARS-CoV-2-XBB-N__CCL17/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL17_101w.pdb,5,-80.28,6.23,-58.39,2.35,-218.93,67.07,2916.03,75.99,18.589,2.862,46.8,0,0,0,1845.05,121.347,208.017,15.002,-10.7,1.4E-08,22.8412,4.02199,-0.757385,252.016,20.2511
SARS-CoV-N__CXCL1,SARS-CoV-N,CXCL1,5,./results/SARS-CoV-N__CXCL1/run1/structures/it1/water/SARS-CoV-N__CXCL1_29w.pdb,4,-103.07,6.73,-72.89,4.55,-301.86,60.61,2844.99,179.84,31.699,3.491,46.75,0,0,0,2513.838,150.419,182.938,10.573,-8.2,9.9E-07,31.0209,6.43196,-0.745023,297.329,26.8001
SARS-CoV-2-B.1.1-N__CXCL12alpha,SARS-CoV-2-B.1.1-N,CXCL12alpha,4,./results/SARS-CoV-2-B.1.1-N__CXCL12alpha/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CXCL12alpha_20w.pdb,4,-97.74,11.72,-65.38,10.41,-323.58,26.3,3083.06,257.73,11.423,3.419,51,0,0,0,2482.57,134.666,189.631,38.574,-12.1,1.3E-09,24.6889,8.55,-0.71329,267.361,24.0142
SARS-CoV-2-B.1.351-N__CCL1,SARS-CoV-2-B.1.351-N,CCL1,3,./results/SARS-CoV-2-B.1.351-N__CCL1/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL1_160w.pdb,5,-98.42,8.3,-80.38,5.96,-180.44,24.39,3164.34,117.29,14.048,3.194,49.8,0,0,0,2542.47,145.911,214.016,17.432,-13.4,1.6E-10,29.3742,8.02414,-0.709835,282.202,32.7358
SARS-CoV-2-B.1.1-N__CCL24,SARS-CoV-2-B.1.1-N,CCL24,4,./results/SARS-CoV-2-B.1.1-N__CCL24/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL24_128w.pdb,6,-120.17,16.69,-87.43,13.23,-327.47,56.21,2700.89,186,25.365,2.954,51.67,0,0,0,3166.013,214.296,142.534,30.219,-14.5,2.2E-11,26.6095,5.58065,-0.706137,271.54,47.2172
MERS-CoV-N__CCL3L1,MERS-CoV-N,CCL3L1,1,./results/MERS-CoV-N__CCL3L1/run1/structures/it1/water/MERS-CoV-N__CCL3L1_194w.pdb,13,-85.44,9.28,-71.65,7.28,-137.95,34.71,3216.62,168.07,2.672,4.061,47,0,0,0,2183.351,151.912,225.095,21.454,-11,9E-09,34.4416,4.41967,-0.695875,287.156,11.2399
SARS-CoV-2-BA.1.1-N__CCL26,SARS-CoV-2-BA.1.1-N,CCL26,1,./results/SARS-CoV-2-BA.1.1-N__CCL26/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL26_117w.pdb,9,-106.6,13.89,-72.77,9.66,-338.32,85.41,3025.25,222.22,18.887,4.376,50.22,0,0,0,2683.76,125.336,180.977,21.703,-10.7,1.4E-08,23.6004,5.45766,-0.69026,254.008,24.6211
MERS-CoV-N__CCL21,MERS-CoV-N,CCL21,1,./results/MERS-CoV-N__CCL21/run1/structures/it1/water/MERS-CoV-N__CCL21_55w.pdb,5,-86.86,15.7,-42.46,6.85,-443.92,115.59,2948.91,145.89,27.621,4.619,44,0,0,0,2318.512,213.862,191.263,25.891,-12.5,7.1E-10,31.8183,8.40334,-0.670731,281.721,61.417
MERS-CoV-N__CXCL8,MERS-CoV-N,CXCL8,3,./results/MERS-CoV-N__CXCL8/run1/structures/it1/water/MERS-CoV-N__CXCL8_120w.pdb,6,-74.96,6.81,-58.61,5.94,-163.49,32.79,3055.76,183.56,3.289,2.196,45.33,0,0,0,2085.303,118.229,217.557,22.179,-12.1,1.3E-09,36.9268,5.9033,-0.639302,280.125,33.249
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL16,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL16,2,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL16/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL16_199w.pdb,4,-78.7,7.53,-67.2,8.25,-114.98,12.89,3158.09,125.06,11.377,2.151,53.5,0,0,0,2271.01,224.056,231.854,14.495,-11.6,3E-09,23.3401,5.81758,-0.637193,257.975,33.3861
SARS-CoV-2-BQ.1-N__CCL20,SARS-CoV-2-BQ.1-N,CCL20,4,./results/SARS-CoV-2-BQ.1-N__CCL20/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL20_159w.pdb,6,-116.61,12.51,-80.92,14.07,-356.86,33.84,2979.36,466.45,5.878,3.8,48.17,0,0,0,2718.997,107.707,151.52,53.959,-13.1,2.5E-10,28.2688,5.5548,-0.625624,257.728,18.3934
SARS-CoV-2-BA.1.1-N__CCL1,SARS-CoV-2-BA.1.1-N,CCL1,5,./results/SARS-CoV-2-BA.1.1-N__CCL1/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL1_42w.pdb,4,-101.15,2.16,-75.71,3.51,-254.38,15.49,2984.62,116.38,16.059,2.283,48.25,0,0,0,2571.015,18.591,187.932,14.48,-11.4,4.5E-09,25.305,7.51799,-0.617375,294.194,26.5524
SARS-CoV-2-BA.2-N__CCL4L1,SARS-CoV-2-BA.2-N,CCL4L1,9,./results/SARS-CoV-2-BA.2-N__CCL4L1/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL4L1_64w.pdb,4,-110.52,10.12,-90.61,11.96,-199.11,19.52,2858.66,132.33,-1.608,4.144,43.5,0,0,0,2462.253,189.195,153.828,21.356,-14.6,2.1E-11,34.0166,4.12136,-0.602999,269.28,39.6345
OC43-N__IL-35,OC43-N,IL-35,1,./results/OC43-N__IL-35/run1/structures/it1/water/OC43-N__IL-35_7w.pdb,4,-69.06,3.81,-43.31,5.31,-257.51,54.96,4770.47,403.26,7.791,4.023,82,0,0,0,2147.382,100.05,390.028,42.461,-10.5,2E-08,31.4589,19.1331,-0.588614,293.274,-22.2053
SARS-CoV-2-B.1.1-N__CCL22,SARS-CoV-2-B.1.1-N,CCL22,11,./results/SARS-CoV-2-B.1.1-N__CCL22/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL22_27w.pdb,4,-105.46,8.67,-63.78,12.09,-416.76,41.77,2802.73,57.4,6.287,6.569,42.75,0,0,0,2393.91,78.188,139.427,9.977,-11.4,4.5E-09,24.2224,3.4594,-0.557048,266.637,12.1849
SARS-CoV-2-BA.4-N__IFNomega,SARS-CoV-2-BA.4-N,IFNomega,29,./results/SARS-CoV-2-BA.4-N__IFNomega/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IFNomega_124w.pdb,2,-130.05,1.63,-91.58,1.32,-384.72,3.09,3253.27,168.52,9.746,1.007,54,0,0,0,2785.435,32.225,166.554,15.917,-11.1,7.2E-09,25.7244,11.0733,-0.539743,270.734,3.5202
SARS-CoV-2-B.1.1.529-N__CCL23,SARS-CoV-2-B.1.1.529-N,CCL23,1,./results/SARS-CoV-2-B.1.1.529-N__CCL23/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL23_3w.pdb,6,-86.92,6.17,-44.61,4.36,-423.07,32.34,3350.11,342.49,26.748,3.368,55.17,0,0,0,2495.953,110.53,232.533,43.638,-10.1,3.6E-08,23.4852,25.6479,-0.538436,272.721,89.193
SARS-CoV-2-BA.4-N__IL-23,SARS-CoV-2-BA.4-N,IL-23,19,./results/SARS-CoV-2-BA.4-N__IL-23/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IL-23_14w.pdb,2,-134.4,2.09,-83.17,3.54,-512.23,14.5,4843.65,119.39,32,0.432,83,0,0,0,3591.095,13.405,330.745,13.012,-14,5.3E-11,27.4242,34.9692,-0.533887,298.841,78.6193
SARS-CoV-2-BA.2-N__IL-6Ralpha,SARS-CoV-2-BA.2-N,IL-6Ralpha,5,./results/SARS-CoV-2-BA.2-N__IL-6Ralpha/run1/structures/it1/water/SARS-CoV-2-BA.2-N__IL-6Ralpha_174w.pdb,2,-94.39,4.14,-78.84,8.86,-155.49,47.14,5634.27,101.98,3.519,2.241,90.5,0,0,0,2495.475,169.955,480.721,32.246,-7.3,4.7E-06,20.6469,48.2747,-0.532398,246.905,190.273
SARS-CoV-2-XBB-N__CCL11,SARS-CoV-2-XBB-N,CCL11,4,./results/SARS-CoV-2-XBB-N__CCL11/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL11_106w.pdb,6,-131.4,7.89,-85.83,5.85,-455.69,51.05,2916.12,231.41,28.271,5.075,47.17,0,0,0,3093.192,145.466,142.91,22.815,-16.7,6E-13,22.9872,5.56295,-0.522945,268.042,25.3057
SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL9,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL9,2,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL9/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL9_64w.pdb,4,-118.92,10.75,-64.4,6.81,-545.25,51.58,2849.75,30.11,31.657,3.356,47.75,0,0,0,3034.865,294.822,143.185,12.089,-13,3.1E-10,26.6574,2.72962,-0.507718,270.249,48.9165
SARS-CoV-2-B.1.1-N__CXCL14,SARS-CoV-2-B.1.1-N,CXCL14,1,./results/SARS-CoV-2-B.1.1-N__CXCL14/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CXCL14_50w.pdb,8,-102.77,9.62,-68.26,9.6,-345.15,51.96,2933.92,164.89,22.755,4.752,49,0,0,0,2824.452,267.799,178.859,23.413,-12.8,4E-10,28.4486,5.06514,-0.490863,258.663,36.3113
MERS-CoV-N__CCL25,MERS-CoV-N,CCL25,1,./results/MERS-CoV-N__CCL25/run1/structures/it1/water/MERS-CoV-N__CCL25_148w.pdb,19,-86.89,13.73,-76.38,10.88,-105.12,41.93,3362.57,350.28,-7.521,4.203,52.74,0,0,0,2497.637,239.191,231.438,42.259,-12.8,4E-10,33.7838,21.9346,-0.462432,279.741,98.7483
SARS-CoV-2-B.1.1.529-N__CCL20,SARS-CoV-2-B.1.1.529-N,CCL20,1,./results/SARS-CoV-2-B.1.1.529-N__CCL20/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL20_186w.pdb,6,-89.19,7.83,-58.24,9.25,-309.46,33.38,3069.11,205.23,13.149,2.384,48.5,0,0,0,2153.998,186.895,199.929,21.785,-10.9,9.7E-09,26.8963,4.28063,-0.430809,259.645,5.7036
SARS-CoV-2-B.1.1.529-N__IL-23,SARS-CoV-2-B.1.1.529-N,IL-23,1,./results/SARS-CoV-2-B.1.1.529-N__IL-23/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__IL-23_165w.pdb,5,-80.48,13.09,-41.61,11.53,-388.71,17.85,5355.82,423.71,16.348,6.363,90.8,0,0,0,2326.626,246.575,422.099,37.639,-9.8,6.3E-08,21.2664,31.9906,-0.366816,267.434,98.1265
SARS-CoV-2-P.1-N__CCL7,SARS-CoV-2-P.1-N,CCL7,5,./results/SARS-CoV-2-P.1-N__CCL7/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL7_111w.pdb,5,-101.72,3.75,-63.67,3.31,-380.47,36.67,2943.92,30.58,29.452,1.677,47.6,0,0,0,2729.476,117.102,184.078,6.183,-11.2,6.2E-09,26.8264,5.70835,-0.360663,262.42,26.8354
SARS-CoV-2-BA.1.1-N__CXCL5,SARS-CoV-2-BA.1.1-N,CXCL5,3,./results/SARS-CoV-2-BA.1.1-N__CXCL5/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CXCL5_21w.pdb,8,-77.36,6.88,-52.56,8.01,-247.94,27.41,2626.3,123.55,18.153,5.393,43.12,0,0,0,2131.863,104.792,178.632,9.824,-11.5,3.7E-09,21.8155,3.94073,-0.360493,255.678,27.077
SARS-CoV-2-BA.2-N__IL-1alpha,SARS-CoV-2-BA.2-N,IL-1alpha,2,./results/SARS-CoV-2-BA.2-N__IL-1alpha/run1/structures/it1/water/SARS-CoV-2-BA.2-N__IL-1alpha_19w.pdb,4,-95.33,10.39,-64.74,13.81,-305.88,36.22,3300.27,246.31,9.631,5.281,53.25,0,0,0,2247.947,161.551,213.741,34.011,-13.1,2.6E-10,21.414,14.3154,-0.333046,258.073,30.57
SARS-CoV-2-P.1-N__CCL26,SARS-CoV-2-P.1-N,CCL26,2,./results/SARS-CoV-2-P.1-N__CCL26/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL26_82w.pdb,5,-108.01,7.74,-70.31,5.75,-377,40.19,2931.55,204.4,22.153,4.921,50,0,0,0,2660.236,116.958,169.595,24.832,-11.9,1.7E-09,21.9239,3.54256,-0.328054,287.497,15.6016
SARS-CoV-2-BQ.1-N__CCL2,SARS-CoV-2-BQ.1-N,CCL2,1,./results/SARS-CoV-2-BQ.1-N__CCL2/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL2_131w.pdb,6,-78.64,8.26,-57.19,6.93,-214.5,31.23,3065.93,122.52,8.371,3.767,48.83,0,0,0,2077.822,101.442,214.874,6.736,-11,8.9E-09,27.5875,7.41782,-0.290897,261.035,22.6803
SARS-CoV-N__IL-6Ralpha,SARS-CoV-N,IL-6Ralpha,7,./results/SARS-CoV-N__IL-6Ralpha/run1/structures/it1/water/SARS-CoV-N__IL-6Ralpha_72w.pdb,2,-96.85,8.46,-59.18,6.62,-376.72,18.39,5617.05,88.5,36.358,2.549,92.5,0,0,0,3376.425,140.875,463.539,16.595,-13.5,1.2E-10,29.7485,43.8392,-0.283217,281.866,190.093
SARS-CoV-2-BA.1.1-N__CXCL14,SARS-CoV-2-BA.1.1-N,CXCL14,1,./results/SARS-CoV-2-BA.1.1-N__CXCL14/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CXCL14_108w.pdb,8,-108.26,21.04,-73.46,20.24,-347.94,34.42,2778.21,139.02,17.063,4.19,48.62,0,0,0,2647.27,288.046,151.833,21.585,-12.2,1E-09,25.2052,4.16956,-0.279933,281.568,23.3355
SARS-CoV-2-BA.1.1-N__CCL14,SARS-CoV-2-BA.1.1-N,CCL14,6,./results/SARS-CoV-2-BA.1.1-N__CCL14/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL14_20w.pdb,5,-99.56,11.87,-78.37,11.59,-211.88,22.51,2645.47,122.48,3.022,3.395,45.8,0,0,0,2383.062,202.16,146.825,21.479,-12.8,4.4E-10,21.5372,3.42098,-0.277941,249.063,11.7256
SARS-CoV-2-B.1.1-N__IL-18,SARS-CoV-2-B.1.1-N,IL-18,3,./results/SARS-CoV-2-B.1.1-N__IL-18/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__IL-18_72w.pdb,4,-100.19,7.69,-61.37,1.22,-388.27,67.55,3180.24,163.15,22.744,5.748,53,0,0,0,2417.033,45.496,201.747,29.645,-12.1,1.4E-09,23.7665,15.3093,-0.267685,269.822,40.3036
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL17,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL17,2,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL17/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL17_111w.pdb,4,-90.81,8.51,-67.37,6.45,-234.4,25.91,2788.36,188.42,24.835,3.196,45.25,0,0,0,1997.198,215.69,189.424,25.302,-11.2,5.8E-09,27.9651,6.2887,-0.250743,275.933,15.7577
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL21,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL21,2,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL21/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL21_137w.pdb,4,-101.7,14.72,-70.5,9.95,-312.03,64.62,3153.91,50.3,18.057,1.536,53,0,0,0,2659.71,357.237,200.542,17.127,-12.9,3.2E-10,26.4314,7.21228,-0.246689,263.428,51.1236
