,n_protein,cytokine_protein,experiment_name,best_cluster,best_pdb_path,Nstruc,Evdw+0.1Eelec,Evdw+0.1Eelec_sd,Evdw,Evdw_sd,Eelec,Eelec_sd,Eair,Eair_sd,Edesolv,Edesolv_sd,AIRviol,AIRviol_sd,dihedviol,dihedviol_sd,BSA,BSA_sd,haddock-score,haddock-score_sd,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M
831,SARS-CoV-2-P.1-N,IL-1alpha,SARS-CoV-2-P.1-N__IL-1alpha,1,./results/SARS-CoV-2-P.1-N__IL-1alpha/run1/structures/it1/water/SARS-CoV-2-P.1-N__IL-1alpha_71w.pdb,6,-66.34,2.37,-47.45,3.25,-188.88,11.75,3113.24,175.48,5.902,1.196,52.5,0.0,0.0,0.0,1916.127,13.122,231.995,17.631,-9.5,1.1e-07
832,OC43-N,CCL27,OC43-N__CCL27,6,./results/OC43-N__CCL27/run1/structures/it1/water/OC43-N__CCL27_86w.pdb,4,-77.31,7.51,-68.52,7.22,-87.91,14.45,3268.05,136.16,-13.892,3.79,51.0,0.0,0.0,0.0,2224.95,109.288,226.809,14.597,-12.3,9.9e-10
833,SARS-CoV-2-B.1.617.2-DeltaA-N,IL-13,SARS-CoV-2-B.1.617.2-DeltaA-N__IL-13,8,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__IL-13/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__IL-13_188w.pdb,4,-85.95,16.16,-62.16,11.75,-237.9,97.09,3046.97,97.33,17.913,6.173,53.25,0.0,0.0,0.0,2343.843,403.122,212.868,19.69,-12.7,4.5e-10
834,RaTG13-N,IL-13,RaTG13-N__IL-13,4,./results/RaTG13-N__IL-13/run1/structures/it1/water/RaTG13-N__IL-13_144w.pdb,5,-106.16,19.18,-69.5,18.75,-366.58,23.54,2837.33,200.59,14.709,4.131,45.2,0.0,0.0,0.0,2429.418,215.504,155.625,26.084,-14.1,4.7e-11
835,SARS-CoV-2-B.1.1.529-N,CCL23,SARS-CoV-2-B.1.1.529-N__CCL23,1,./results/SARS-CoV-2-B.1.1.529-N__CCL23/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL23_3w.pdb,6,-86.92,6.17,-44.61,4.36,-423.07,32.34,3350.11,342.49,26.748,3.368,55.17,0.0,0.0,0.0,2495.953,110.53,232.533,43.638,-10.1,3.6e-08
836,OC43-N,CCL13,OC43-N__CCL13,2,./results/OC43-N__CCL13/run1/structures/it1/water/OC43-N__CCL13_176w.pdb,8,-124.78,18.89,-69.55,17.51,-552.24,37.82,3162.62,125.91,11.037,2.868,52.25,0.0,0.0,0.0,3350.793,311.076,147.299,30.938,-16.0,1.7e-12
837,BANAL-20-52-N,CCL3,BANAL-20-52-N__CCL3,10,./results/BANAL-20-52-N__CCL3/run1/structures/it1/water/BANAL-20-52-N__CCL3_86w.pdb,4,-105.73,16.34,-83.91,15.91,-218.25,59.48,2757.09,36.83,-7.531,7.702,45.75,0.0,0.0,0.0,2350.463,109.091,140.621,16.056,-12.2,1.1e-09
838,SARS-CoV-2-BA.2-N,IL6,SARS-CoV-2-BA.2-N__IL6,1,./results/SARS-CoV-2-BA.2-N__IL6/run1/structures/it1/water/SARS-CoV-2-BA.2-N__IL6_145w.pdb,4,-79.65,3.8,-51.95,2.5,-277.04,46.87,3432.61,294.15,17.625,2.198,61.25,0.0,0.0,0.0,2397.003,126.496,253.53,36.15,-12.8,4.2e-10
839,SARS-CoV-2-B.1.1.529-N,CXCL10,SARS-CoV-2-B.1.1.529-N__CXCL10,2,./results/SARS-CoV-2-B.1.1.529-N__CXCL10/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CXCL10_73w.pdb,5,-89.19,12.99,-68.9,14.0,-202.91,60.02,2817.29,86.62,16.119,2.911,49.0,0.0,0.0,0.0,2415.592,179.315,188.369,13.954,-14.2,4.2e-11
840,OC43-N,CCL26,OC43-N__CCL26,4,./results/OC43-N__CCL26/run1/structures/it1/water/OC43-N__CCL26_178w.pdb,5,-82.53,3.27,-62.25,4.81,-202.79,35.62,3433.62,292.36,1.29,5.892,53.8,0.0,0.0,0.0,2720.956,119.078,241.843,25.504,-14.2,3.7e-11
841,SARS-CoV-2-BA.2-N,CCL7,SARS-CoV-2-BA.2-N__CCL7,2,./results/SARS-CoV-2-BA.2-N__CCL7/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL7_156w.pdb,9,-106.83,8.54,-69.89,7.84,-369.32,62.11,2912.62,182.87,24.234,4.848,48.11,0.0,0.0,0.0,2825.422,174.722,171.738,22.335,-10.7,1.4e-08
842,RaTG13-N,CCL3L1,RaTG13-N__CCL3L1,5,./results/RaTG13-N__CCL3L1/run1/structures/it1/water/RaTG13-N__CCL3L1_173w.pdb,4,-109.66,11.65,-87.68,12.76,-219.8,22.1,2892.14,130.05,5.626,3.71,45.25,0.0,0.0,0.0,2715.465,139.586,163.201,15.687,-12.8,4e-10
843,SARS-CoV-2-B.1.351-N,CCL4,SARS-CoV-2-B.1.351-N__CCL4,4,./results/SARS-CoV-2-B.1.351-N__CCL4/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL4_98w.pdb,5,-90.39,3.23,-66.37,4.52,-240.22,22.87,3012.0,81.26,24.654,2.859,47.4,0.0,0.0,0.0,2381.992,147.414,211.443,8.036,-8.8,3.7e-07
844,SARS-CoV-2-B.1.1.7-N,CXCL3,SARS-CoV-2-B.1.1.7-N__CXCL3,2,./results/SARS-CoV-2-B.1.1.7-N__CXCL3/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CXCL3_150w.pdb,7,-93.68,8.35,-79.01,9.84,-146.67,21.46,2754.47,147.89,6.791,4.59,45.0,0.0,0.0,0.0,2518.273,215.892,173.892,15.015,-13.8,7.8e-11
845,SARS-CoV-2-BA.4-N,CCL26,SARS-CoV-2-BA.4-N__CCL26,2,./results/SARS-CoV-2-BA.4-N__CCL26/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL26_150w.pdb,9,-93.72,8.62,-68.92,6.57,-247.93,42.04,2759.76,106.82,26.104,3.93,45.0,0.0,0.0,0.0,2618.144,155.977,183.572,14.975,-12.8,3.8e-10
846,SARS-CoV-2-B.1.1-N,IL-1alpha,SARS-CoV-2-B.1.1-N__IL-1alpha,2,./results/SARS-CoV-2-B.1.1-N__IL-1alpha/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__IL-1alpha_1w.pdb,6,-75.34,6.91,-50.37,2.95,-249.66,43.26,3421.38,383.26,7.313,4.611,54.33,0.0,0.0,0.0,1882.745,131.472,249.145,53.247,-9.5,1e-07
847,SARS-CoV-2-B.1.1.529-N,CXCL12alpha,SARS-CoV-2-B.1.1.529-N__CXCL12alpha,5,./results/SARS-CoV-2-B.1.1.529-N__CXCL12alpha/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CXCL12alpha_121w.pdb,5,-121.82,4.84,-88.09,5.66,-337.3,42.88,3076.36,141.16,8.643,4.26,50.2,0.0,0.0,0.0,2810.532,152.518,160.729,22.232,-11.8,2.1e-09
848,BANAL-20-52-N,CCL20,BANAL-20-52-N__CCL20,1,./results/BANAL-20-52-N__CCL20/run1/structures/it1/water/BANAL-20-52-N__CCL20_16w.pdb,10,-114.15,21.42,-98.31,20.62,-158.42,49.31,2971.5,180.72,5.319,3.488,49.4,0.0,0.0,0.0,2912.095,330.922,172.475,32.217,-17.2,2.5e-13
849,SARS-CoV-2-BA.2-N,CCL8,SARS-CoV-2-BA.2-N__CCL8,1,./results/SARS-CoV-2-BA.2-N__CCL8/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL8_24w.pdb,7,-100.8,8.32,-59.28,6.63,-415.24,28.35,2859.18,159.19,29.859,2.493,44.86,0.0,0.0,0.0,2624.069,143.182,173.449,17.045,-10.9,1.1e-08
850,SARS-CoV-2-BA.4-N,CCL20,SARS-CoV-2-BA.4-N__CCL20,2,./results/SARS-CoV-2-BA.4-N__CCL20/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL20_196w.pdb,8,-92.98,11.86,-72.43,9.04,-205.5,57.23,2886.02,151.86,-1.733,3.457,46.38,0.0,0.0,0.0,2359.899,94.162,173.342,8.026,-10.6,1.7e-08
851,SARS-CoV-N,CXCL13,SARS-CoV-N__CXCL13,4,./results/SARS-CoV-N__CXCL13/run1/structures/it1/water/SARS-CoV-N__CXCL13_8w.pdb,6,-103.15,9.27,-73.09,7.92,-300.53,23.16,2742.66,188.0,4.279,1.97,47.5,0.0,0.0,0.0,2619.615,177.003,145.345,25.343,-14.3,3.1e-11
852,SARS-CoV-2-BA.2-N,IFNbeta,SARS-CoV-2-BA.2-N__IFNbeta,1,./results/SARS-CoV-2-BA.2-N__IFNbeta/run1/structures/it1/water/SARS-CoV-2-BA.2-N__IFNbeta_2w.pdb,8,-78.95,11.21,-61.34,11.83,-176.12,12.09,3434.62,338.8,-10.345,4.952,58.5,0.0,0.0,0.0,2066.504,256.57,242.059,48.713,-11.8,2e-09
853,SARS-CoV-2-BQ.1-N,CXCL12alpha,SARS-CoV-2-BQ.1-N__CXCL12alpha,9,./results/SARS-CoV-2-BQ.1-N__CXCL12alpha/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CXCL12alpha_183w.pdb,4,-84.19,9.28,-62.47,7.89,-217.22,46.41,2841.5,245.54,13.272,2.008,47.25,0.0,0.0,0.0,2429.863,280.355,191.509,21.291,-11.4,4.2e-09
854,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL24,SARS-CoV-2-B.1.617.2-DeltaA-N__CCL24,19,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL24/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL24_154w.pdb,2,-110.58,4.2,-75.72,3.2,-348.61,10.0,2878.38,57.39,39.111,7.349,51.0,0.0,0.0,0.0,3381.17,19.73,181.506,6.812,-12.7,4.9e-10
855,BANAL-20-52-N,CCL8,BANAL-20-52-N__CCL8,9,./results/BANAL-20-52-N__CCL8/run1/structures/it1/water/BANAL-20-52-N__CCL8_9w.pdb,4,-136.93,14.1,-110.22,11.44,-267.07,37.18,2717.51,270.81,13.592,4.449,45.75,0.0,0.0,0.0,3298.725,91.787,121.71,33.405,-15.6,3.5e-12
856,SARS-CoV-2-BA.2-N,INFA2,SARS-CoV-2-BA.2-N__INFA2,7,./results/SARS-CoV-2-BA.2-N__INFA2/run1/structures/it1/water/SARS-CoV-2-BA.2-N__INFA2_10w.pdb,2,-101.84,3.89,-72.47,9.02,-293.76,51.27,3286.33,101.25,15.983,3.025,55.5,0.0,0.0,0.0,2599.74,128.51,213.396,11.917,-11.7,2.5e-09
857,SARS-CoV-2-B.1.1-N,CCL25,SARS-CoV-2-B.1.1-N__CCL25,20,./results/SARS-CoV-2-B.1.1-N__CCL25/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL25_160w.pdb,2,-119.16,2.64,-90.03,1.29,-291.26,13.45,2929.3,98.5,7.827,2.649,51.0,0.0,0.0,0.0,3161.155,34.145,152.473,8.519,-12.5,7.3e-10
858,SARS-CoV-N,CCL26,SARS-CoV-N__CCL26,1,./results/SARS-CoV-N__CCL26/run1/structures/it1/water/SARS-CoV-N__CCL26_94w.pdb,12,-135.71,14.02,-83.55,13.83,-521.59,83.78,2912.5,185.38,6.672,4.144,45.75,0.0,0.0,0.0,3222.863,274.272,110.059,26.182,-15.6,3.3e-12
859,SARS-CoV-2-B.1.1-N,IFNlambda1,SARS-CoV-2-B.1.1-N__IFNlambda1,1,./results/SARS-CoV-2-B.1.1-N__IFNlambda1/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__IFNlambda1_144w.pdb,5,-106.13,5.5,-63.72,3.09,-424.08,40.44,3418.43,187.69,15.649,2.522,58.2,0.0,0.0,0.0,2301.58,51.579,208.952,22.873,-9.6,8.7e-08
860,SARS-CoV-2-BA.1.1-N,CCL28,SARS-CoV-2-BA.1.1-N__CCL28,1,./results/SARS-CoV-2-BA.1.1-N__CCL28/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL28_9w.pdb,8,-98.03,12.3,-73.48,7.82,-245.45,65.25,2869.24,307.95,-14.17,4.427,47.62,0.0,0.0,0.0,2519.231,307.311,150.183,33.249,-10.8,1.2e-08
861,SARS-CoV-2-BA.4-N,CCL3L1,SARS-CoV-2-BA.4-N__CCL3L1,5,./results/SARS-CoV-2-BA.4-N__CCL3L1/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL3L1_67w.pdb,5,-102.31,8.26,-71.13,8.44,-311.77,53.24,3087.34,171.96,20.708,2.582,49.2,0.0,0.0,0.0,2458.358,100.341,195.958,22.058,-12.9,3.4e-10
862,SARS-CoV-2-B.1.1-N,CCL19,SARS-CoV-2-B.1.1-N__CCL19,3,./results/SARS-CoV-2-B.1.1-N__CCL19/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL19_46w.pdb,4,-114.38,15.56,-78.19,11.36,-361.85,46.11,2954.96,114.8,20.877,2.832,49.25,0.0,0.0,0.0,2928.007,396.771,165.812,29.237,-14.9,1.3e-11
863,SARS-CoV-2-B.1.1-N,IL-6Ralpha,SARS-CoV-2-B.1.1-N__IL-6Ralpha,12,./results/SARS-CoV-2-B.1.1-N__IL-6Ralpha/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__IL-6Ralpha_44w.pdb,2,-106.61,1.87,-77.43,0.01,-291.79,18.78,5371.34,73.75,44.225,0.944,89.5,0.0,0.0,0.0,2549.435,0.665,445.572,10.182,-10.2,3.3e-08
864,SARS-CoV-2-BA.4-N,CCL28,SARS-CoV-2-BA.4-N__CCL28,1,./results/SARS-CoV-2-BA.4-N__CCL28/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL28_103w.pdb,4,-102.47,14.35,-69.33,12.89,-331.44,17.72,2732.22,217.16,-4.137,4.09,46.5,0.0,0.0,0.0,2435.17,129.738,133.469,19.234,-10.4,2.2e-08
865,SARS-CoV-2-BA.1.1-N,CCL17,SARS-CoV-2-BA.1.1-N__CCL17,3,./results/SARS-CoV-2-BA.1.1-N__CCL17/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL17_95w.pdb,5,-84.28,5.07,-56.51,5.38,-277.63,3.95,2981.78,151.92,17.469,1.628,44.8,0.0,0.0,0.0,2131.654,89.21,203.608,11.288,-11.2,6e-09
866,SARS-CoV-2-BQ.1-N,CXCL2,SARS-CoV-2-BQ.1-N__CXCL2,6,./results/SARS-CoV-2-BQ.1-N__CXCL2/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CXCL2_169w.pdb,4,-90.34,3.22,-76.19,4.24,-141.52,19.46,3218.14,209.53,7.337,1.908,53.5,0.0,0.0,0.0,2328.6,47.709,224.659,21.229,-11.3,5.3e-09
867,SARS-CoV-2-B.1.351-N,IL-1beta,SARS-CoV-2-B.1.351-N__IL-1beta,6,./results/SARS-CoV-2-B.1.351-N__IL-1beta/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__IL-1beta_79w.pdb,5,-112.54,12.02,-82.69,9.61,-298.51,25.16,3317.71,218.52,18.193,3.879,58.6,0.0,0.0,0.0,3027.908,231.497,207.569,15.758,-15.7,2.8e-12
868,SARS-CoV-2-B.1.617.2-DeltaA-N,IFNlambda1,SARS-CoV-2-B.1.617.2-DeltaA-N__IFNlambda1,17,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__IFNlambda1/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__IFNlambda1_42w.pdb,2,-109.28,13.66,-76.98,11.5,-323.07,21.61,3091.12,131.26,6.986,2.627,50.5,0.0,0.0,0.0,2939.21,252.63,174.507,31.58,-15.3,5.8e-12
869,SARS-CoV-2-B.1.1.529-N,TNFalpha,SARS-CoV-2-B.1.1.529-N__TNFalpha,1,./results/SARS-CoV-2-B.1.1.529-N__TNFalpha/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__TNFalpha_184w.pdb,4,-86.07,8.9,-70.86,6.81,-152.02,31.93,3480.88,150.83,-6.423,3.634,56.75,0.0,0.0,0.0,2572.795,237.839,228.559,4.569,-12.3,9.5e-10
870,RaTG13-N,IFNbeta,RaTG13-N__IFNbeta,3,./results/RaTG13-N__IFNbeta/run1/structures/it1/water/RaTG13-N__IFNbeta_192w.pdb,5,-114.28,15.32,-69.53,11.22,-447.51,56.04,3059.56,122.51,22.645,10.097,51.6,0.0,0.0,0.0,3066.948,219.167,169.57,27.413,-12.8,4.4e-10
871,SARS-CoV-2-XBB-N,CXCL14,SARS-CoV-2-XBB-N__CXCL14,2,./results/SARS-CoV-2-XBB-N__CXCL14/run1/structures/it1/water/SARS-CoV-2-XBB-N__CXCL14_125w.pdb,5,-96.0,15.53,-61.89,9.97,-341.08,78.9,3006.23,101.21,28.566,7.312,52.2,0.0,0.0,0.0,2502.032,284.11,199.087,20.127,-11.3,4.8e-09
872,SARS-CoV-2-B.1.1-N,CCL15,SARS-CoV-2-B.1.1-N__CCL15,4,./results/SARS-CoV-2-B.1.1-N__CCL15/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL15_114w.pdb,5,-112.03,7.96,-71.56,10.21,-404.76,27.02,2928.68,97.43,27.707,4.651,47.0,0.0,0.0,0.0,2502.338,169.587,168.066,17.477,-13.8,7.4e-11
873,SARS-CoV-2-BA.4-N,CCL11,SARS-CoV-2-BA.4-N__CCL11,1,./results/SARS-CoV-2-BA.4-N__CCL11/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL11_196w.pdb,4,-79.62,9.3,-46.04,9.4,-335.88,19.14,3017.68,118.04,21.921,3.343,48.5,0.0,0.0,0.0,2407.683,126.683,210.476,12.433,-10.6,1.6e-08
874,MERS-CoV-N,IFNlambda1,MERS-CoV-N__IFNlambda1,5,./results/MERS-CoV-N__IFNlambda1/run1/structures/it1/water/MERS-CoV-N__IFNlambda1_97w.pdb,4,-105.47,3.8,-80.24,4.16,-252.3,15.44,3738.43,35.56,4.591,1.86,58.25,0.0,0.0,0.0,2657.155,93.911,247.737,8.278,-8.8,3.3e-07
875,SARS-CoV-2-BA.4-N,IL-6,SARS-CoV-2-BA.4-N__IL-6,1,./results/SARS-CoV-2-BA.4-N__IL-6/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IL-6_2w.pdb,13,-103.5,12.6,-71.29,9.39,-322.14,42.6,3393.43,313.8,16.568,2.422,58.08,0.0,0.0,0.0,2763.595,249.918,220.193,37.83,-12.4,7.4e-10
876,SARS-CoV-N,CXCL12beta,SARS-CoV-N__CXCL12beta,6,./results/SARS-CoV-N__CXCL12beta/run1/structures/it1/water/SARS-CoV-N__CXCL12beta_121w.pdb,4,-123.59,1.39,-87.71,2.75,-358.81,25.52,2768.8,69.61,11.903,3.73,47.5,0.0,0.0,0.0,3236.55,70.02,129.307,8.249,-14.2,3.6e-11
877,SARS-CoV-2-B.1.1.7-N,CCL27,SARS-CoV-2-B.1.1.7-N__CCL27,2,./results/SARS-CoV-2-B.1.1.7-N__CCL27/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL27_38w.pdb,6,-111.0,12.67,-80.28,14.15,-307.24,30.79,2882.66,191.34,14.345,3.107,48.83,0.0,0.0,0.0,2948.963,206.303,160.887,26.068,-13.6,1.1e-10
878,SARS-CoV-2-WA1-N,CXCL3,SARS-CoV-2-WA1-N__CXCL3,5,./results/SARS-CoV-2-WA1-N__CXCL3/run1/structures/it1/water/SARS-CoV-2-WA1-N__CXCL3_10w.pdb,4,-94.68,10.36,-80.32,6.88,-143.6,35.67,2808.8,178.36,-0.262,1.359,45.75,0.0,0.0,0.0,2608.432,288.448,171.58,29.214,-14.2,3.8e-11
879,SARS-CoV-N,CXCL6,SARS-CoV-N__CXCL6,6,./results/SARS-CoV-N__CXCL6/run1/structures/it1/water/SARS-CoV-N__CXCL6_73w.pdb,4,-87.82,14.83,-64.22,15.43,-235.96,7.39,2845.84,157.47,8.38,1.702,48.25,0.0,0.0,0.0,2440.985,274.621,181.551,17.516,-14.6,2.1e-11
880,SARS-CoV-2-BA.1.1-N,CCL4L1,SARS-CoV-2-BA.1.1-N__CCL4L1,2,./results/SARS-CoV-2-BA.1.1-N__CCL4L1/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL4L1_147w.pdb,11,-117.12,14.24,-95.39,14.82,-217.31,33.71,2662.57,173.98,1.815,4.787,42.91,0.0,0.0,0.0,2718.791,244.845,129.22,17.761,-16.1,1.6e-12
881,SARS-CoV-2-BA.4-N,IL6,SARS-CoV-2-BA.4-N__IL6,1,./results/SARS-CoV-2-BA.4-N__IL6/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IL6_81w.pdb,9,-91.45,5.54,-56.55,2.19,-348.96,49.4,3309.17,159.72,20.902,3.994,59.44,0.0,0.0,0.0,2737.244,89.267,225.472,16.34,-11.5,3.4e-09
882,SARS-CoV-N,CXCL4,SARS-CoV-N__CXCL4,6,./results/SARS-CoV-N__CXCL4/run1/structures/it1/water/SARS-CoV-N__CXCL4_135w.pdb,4,-118.07,7.21,-77.35,6.09,-407.23,14.77,2611.16,93.32,29.486,5.282,42.0,0.0,0.0,0.0,3151.415,154.844,131.806,12.066,-15.1,8.7e-12
883,SARS-CoV-2-B.1.351-N,IL6,SARS-CoV-2-B.1.351-N__IL6,2,./results/SARS-CoV-2-B.1.351-N__IL6/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__IL6_12w.pdb,8,-106.07,7.36,-61.25,10.89,-448.13,43.16,3443.99,300.57,33.21,2.33,61.25,0.0,0.0,0.0,3306.471,142.643,226.728,33.239,-14.0,5.2e-11
884,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL12alpha,SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL12alpha,4,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL12alpha/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL12alpha_55w.pdb,6,-83.32,10.56,-57.81,10.22,-255.16,61.56,2569.39,102.12,18.987,2.859,43.5,0.0,0.0,0.0,2032.8,70.812,167.088,21.427,-11.7,2.5e-09
885,OC43-N,CCL20,OC43-N__CCL20,2,./results/OC43-N__CCL20/run1/structures/it1/water/OC43-N__CCL20_82w.pdb,7,-92.56,11.21,-69.96,7.28,-225.95,43.98,3263.95,90.14,6.222,3.59,50.71,0.0,0.0,0.0,2719.404,181.37,217.466,16.684,-11.5,3.8e-09
886,OC43-N,CX3CL1,OC43-N__CX3CL1,6,./results/OC43-N__CX3CL1/run1/structures/it1/water/OC43-N__CX3CL1_67w.pdb,2,-99.68,6.93,-73.43,3.22,-262.54,37.1,6347.23,46.32,-0.144,4.386,90.0,0.0,0.0,0.0,2917.38,249.21,508.64,10.392,-11.5,3.8e-09
887,SARS-CoV-2-P.1-N,CCL3,SARS-CoV-2-P.1-N__CCL3,6,./results/SARS-CoV-2-P.1-N__CCL3/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL3_153w.pdb,5,-86.32,6.56,-68.7,7.73,-176.22,20.22,2934.18,183.4,10.456,1.58,47.0,0.0,0.0,0.0,2012.346,167.396,199.933,14.716,-12.1,1.3e-09
888,SARS-CoV-2-BQ.1-N,CXCL12beta,SARS-CoV-2-BQ.1-N__CXCL12beta,7,./results/SARS-CoV-2-BQ.1-N__CXCL12beta/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CXCL12beta_183w.pdb,4,-84.07,13.61,-64.89,9.08,-191.85,74.65,2833.83,402.07,11.283,4.901,40.75,0.0,0.0,0.0,2267.5,326.687,191.407,25.793,-13.4,1.6e-10
889,OC43-N,CXCL12alpha,OC43-N__CXCL12alpha,1,./results/OC43-N__CXCL12alpha/run1/structures/it1/water/OC43-N__CXCL12alpha_27w.pdb,7,-89.55,12.53,-72.95,9.9,-165.99,34.72,3295.3,160.62,12.076,4.115,49.0,0.0,0.0,0.0,2239.026,208.615,235.459,25.331,-12.3,1e-09
890,SARS-CoV-2-WA1-N,XCL1,SARS-CoV-2-WA1-N__XCL1,3,./results/SARS-CoV-2-WA1-N__XCL1/run1/structures/it1/water/SARS-CoV-2-WA1-N__XCL1_73w.pdb,6,-100.8,9.13,-80.06,8.63,-207.36,44.03,3126.38,254.81,11.278,3.339,53.83,0.0,0.0,0.0,2838.573,168.153,202.383,17.531,-11.9,2e-09
891,SARS-CoV-2-XBB-N,CCL24,SARS-CoV-2-XBB-N__CCL24,4,./results/SARS-CoV-2-XBB-N__CCL24/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL24_59w.pdb,4,-93.94,8.16,-81.58,9.67,-123.53,22.04,3144.03,139.77,-17.958,1.188,56.25,0.0,0.0,0.0,2759.655,187.931,190.158,14.969,-13.6,1e-10
892,BANAL-20-52-N,CXCL6,BANAL-20-52-N__CXCL6,1,./results/BANAL-20-52-N__CXCL6/run1/structures/it1/water/BANAL-20-52-N__CXCL6_121w.pdb,10,-116.58,12.04,-94.34,12.79,-222.41,29.19,2918.47,211.26,10.099,5.225,50.7,0.0,0.0,0.0,2952.102,289.489,163.127,32.121,-15.5,4e-12
893,SARS-CoV-2-B.1.1.7-N,CXCL4,SARS-CoV-2-B.1.1.7-N__CXCL4,1,./results/SARS-CoV-2-B.1.1.7-N__CXCL4/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CXCL4_93w.pdb,8,-95.44,15.96,-58.2,12.33,-372.42,68.32,2993.49,169.81,19.222,2.366,45.62,0.0,0.0,0.0,2479.283,187.221,185.886,28.033,-14.9,1.2e-11
894,OC43-N,CCL3L1,OC43-N__CCL3L1,7,./results/OC43-N__CCL3L1/run1/structures/it1/water/OC43-N__CCL3L1_127w.pdb,5,-104.73,10.79,-84.7,10.49,-200.36,48.69,3424.48,64.86,-10.425,7.466,52.8,0.0,0.0,0.0,2818.92,254.19,207.254,14.001,-14.3,3.1e-11
895,SARS-CoV-2-BA.1.1-N,CCL5,SARS-CoV-2-BA.1.1-N__CCL5,5,./results/SARS-CoV-2-BA.1.1-N__CCL5/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL5_103w.pdb,4,-89.82,3.37,-67.8,7.14,-220.21,41.82,3399.38,24.97,5.607,2.81,52.5,0.0,0.0,0.0,2058.255,63.68,233.705,3.411,-8.9,3e-07
896,SARS-CoV-N,TNFalpha,SARS-CoV-N__TNFalpha,4,./results/SARS-CoV-N__TNFalpha/run1/structures/it1/water/SARS-CoV-N__TNFalpha_13w.pdb,4,-103.03,6.21,-68.53,6.47,-344.96,38.14,3302.56,143.88,14.693,1.993,55.5,0.0,0.0,0.0,3072.038,45.662,207.422,20.64,-11.1,7.6e-09
897,SARS-CoV-N,IFNlambda1,SARS-CoV-N__IFNlambda1,5,./results/SARS-CoV-N__IFNlambda1/run1/structures/it1/water/SARS-CoV-N__IFNlambda1_19w.pdb,4,-120.08,11.97,-71.51,12.89,-485.63,62.23,3224.03,311.59,18.298,1.924,59.0,0.0,0.0,0.0,3492.17,199.417,172.061,41.638,-14.5,2.3e-11
898,SARS-CoV-2-BQ.1-N,CCL13,SARS-CoV-2-BQ.1-N__CCL13,2,./results/SARS-CoV-2-BQ.1-N__CCL13/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL13_133w.pdb,4,-84.7,16.73,-65.27,18.58,-194.33,19.82,3445.26,159.28,-0.235,9.368,56.5,0.0,0.0,0.0,2295.665,185.129,231.098,14.89,-12.4,8e-10
