experiment_name,n_protein,cytokine_protein,haddock_best_cluster,haddock_best_pdb_path,haddock_Nstruc,haddock_Evdw+0.1Eelec,haddock_Evdw+0.1Eelec_sd,haddock_Evdw,haddock_Evdw_sd,haddock_Eelec,haddock_Eelec_sd,haddock_Eair,Eair_sd,haddock_Edesolv,haddock_Edesolv_sd,haddock_AIRviol,haddock_AIRviol_sd,haddock_dihedviol,haddock_dihedviol_sd,haddock_BSA,haddock_BSA_sd,haddock-score,haddock-score_sd,haddock_prodigy_deltaG_kcalpermol,haddock_prodigy_dissociation_constant_M,haddock_foldx_intraclashes_group1,haddock_foldx_intraclashes_group2,haddock_foldx_deltaG_kcalpermol,haddock_foldx_stability_group1,haddock_foldx_stability_group2,cytokine_class,dist_from_SARS-CoV-2-WA1-N_A,af2_experiment_name,af2_best_model_pred,af2_iptm+ptm,af2_gdock,af2_total_score,af2_negative_energy,af2_Group1,af2_Group2,af2_IntraclashesGroup1,af2_IntraclashesGroup2,af2_foldx_dG,af2_Backbone Hbond,af2_Sidechain Hbond,af2_Van der Waals,af2_Electrostatics,af2_Solvation Polar,af2_Solvation Hydrophobic,af2_Van der Waals clashes,af2_entropy sidechain,af2_entropy mainchain,af2_sloop_entropy,af2_mloop_entropy,af2_cis_bond,af2_torsional clash,af2_backbone clash,af2_helix dipole,af2_water bridge,af2_disulfide,af2_electrostatic kon,af2_partial covalent bonds,af2_energy Ionisation,af2_Entropy Complex,af2_Number of Residues,af2_Interface Residues,af2_Interface Residues Clashing,af2_Interface Residues VdW Clashing,af2_Interface Residues BB Clashing,af2_wet_hit,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M,wa1_wet_hit,oc43_wet_hit,wet_hit
SARS-CoV-N__CXCL1,SARS-CoV-N,CXCL1,5,./results/SARS-CoV-N__CXCL1/run1/structures/it1/water/SARS-CoV-N__CXCL1_29w.pdb,4,-103.07,6.73,-72.89,4.55,-301.86,60.61,2844.99,179.84,31.699,3.491,46.75,0,0,0,2513.838,150.419,182.938,10.573,-8.2,9.9e-7,31.0209,6.43196,-0.745023,297.329,26.8001,α-Chemokine,0.29716239543411815,SARS-CoV-N__CXCL1,model_2_multimer_v3_pred_2,0.396705693,0.966376497299873,1.36308218991067,TRUE,A,B,12.6501,5.14761,-13.4046,-8.08907,-4.75035,-13.0751,-0.765951,16.4441,-17.0637,1.05651,8.03981,5.2032,0,0,0,0.0613623,2.12138,-0.0574068,0,0,-0.425374,0,0.0173773,2.384,495,39,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-N_CXCL1_relaxed_model_2_multimer_v3_pred_2.pdb,-9.9,5.3e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1-N__CXCL12alpha,SARS-CoV-2-B.1.1-N,CXCL12alpha,4,./results/SARS-CoV-2-B.1.1-N__CXCL12alpha/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CXCL12alpha_20w.pdb,4,-97.74,11.72,-65.38,10.41,-323.58,26.3,3083.06,257.73,11.423,3.419,51,0,0,0,2482.57,134.666,189.631,38.574,-12.1,1.3e-9,24.6889,8.55,-0.71329,267.361,24.0142,α-Chemokine,0.06908885358534668,SARS-CoV-2-B.1.1-N__CXCL12alpha,model_3_multimer_v3_pred_1,0.344296005,0.945603372689154,1.28989937781735,TRUE,A,B,28.3809,2.34853,-1.81832,-5.27118,-8.5317,-16.1871,-2.83402,30.0074,-19.5585,0.970378,12.1051,8.43378,0,0,0,0.0278102,5.05492,-0.151591,0,0,-0.907487,0,0.0787727,2.384,487,44,1,0,1,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CXCL12alpha_relaxed_model_3_multimer_v3_pred_1.pdb,-8.5,5.9e-7,FALSE,TRUE,HCoV-OC43 Wet Hit
SARS-CoV-2-B.1.351-N__CCL1,SARS-CoV-2-B.1.351-N,CCL1,3,./results/SARS-CoV-2-B.1.351-N__CCL1/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL1_160w.pdb,5,-98.42,8.3,-80.38,5.96,-180.44,24.39,3164.34,117.29,14.048,3.194,49.8,0,0,0,2542.47,145.911,214.016,17.432,-13.4,1.6e-10,29.3742,8.02414,-0.709835,282.202,32.7358,β-Chemokine,0.048853196874603155,SARS-CoV-2-B.1.351-N__CCL1,model_5_multimer_v3_pred_0,0.192588629,0.969103119785381,1.16169174890029,FALSE,A,B,17.7265,4.11609,4.80913,-4.32071,-4.63092,-22.9988,-0.941425,35.3971,-28.4208,9.57005,9.27562,11.4293,0,0,0,0.757278,12.0626,0.0368247,0,1.78e-15,-0.344424,0,1.67e-16,2.384,492,39,3,2,3,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL1_relaxed_model_5_multimer_v3_pred_0.pdb,-10,4.8e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1-N__CCL24,SARS-CoV-2-B.1.1-N,CCL24,4,./results/SARS-CoV-2-B.1.1-N__CCL24/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL24_128w.pdb,6,-120.17,16.69,-87.43,13.23,-327.47,56.21,2700.89,186,25.365,2.954,51.67,0,0,0,3166.013,214.296,142.534,30.219,-14.5,2.2e-11,26.6095,5.58065,-0.706137,271.54,47.2172,β-Chemokine,0.06908885358534668,SARS-CoV-2-B.1.1-N__CCL24,model_4_multimer_v3_pred_4,0.195259133,0.973694063278909,1.16895319613575,FALSE,A,B,23.7202,6.78016,3.2757,-4.22823,-1.31262,-22.1493,-0.713654,28.0548,-30.4758,11.6081,9.32283,12.7113,0,0,0,0.61675,14.8081,-0.0177459,0,0,-0.156404,0,0.0155722,2.384,520,62,6,4,2,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL24_relaxed_model_4_multimer_v3_pred_4.pdb,-13.7,8.9e-11,FALSE,FALSE,Not Wet Hit
MERS-CoV-N__CCL3L1,MERS-CoV-N,CCL3L1,1,./results/MERS-CoV-N__CCL3L1/run1/structures/it1/water/MERS-CoV-N__CCL3L1_194w.pdb,13,-85.44,9.28,-71.65,7.28,-137.95,34.71,3216.62,168.07,2.672,4.061,47,0,0,0,2183.351,151.912,225.095,21.454,-11,9e-9,34.4416,4.41967,-0.695875,287.156,11.2399,β-Chemokine,0.6914016023344134,MERS-CoV-N__CCL3L1,model_4_multimer_v3_pred_4,0.311383285,0.969569060097852,1.28095234515697,TRUE,A,B,18.4655,4.04827,-2.92121,-6.43904,-5.8347,-25.0896,-2.42619,41.2943,-31.7219,8.04965,12.048,8.6657,0,0,0,0.0777111,8.6471,-0.843746,0,-8.88e-16,-0.86305,0,0.161598,2.384,481,71,4,2,2,FALSE,./best_AF2_and_GDock/MERS-CoV-N_CCL3L1_relaxed_model_4_multimer_v3_pred_4.pdb,-12.7,4.7e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.1.1-N__CCL26,SARS-CoV-2-BA.1.1-N,CCL26,1,./results/SARS-CoV-2-BA.1.1-N__CCL26/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL26_117w.pdb,9,-106.6,13.89,-72.77,9.66,-338.32,85.41,3025.25,222.22,18.887,4.376,50.22,0,0,0,2683.76,125.336,180.977,21.703,-10.7,1.4e-8,23.6004,5.45766,-0.69026,254.008,24.6211,β-Chemokine,0.09805806756909202,SARS-CoV-2-BA.1.1-N__CCL26,model_2_multimer_v3_pred_1,0.201544959,0.94530051440346,1.14684547346196,TRUE,A,B,23.2352,4.67112,-8.31303,-2.92025,-6.51546,-14.7592,-2.62614,21.7638,-18.0973,1.04749,8.87487,5.36236,0,0,0,0.104745,1.50437,-0.156174,0,0,-0.490419,0,0.0986594,2.384,487,35,0,0,0,TRUE,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL26_relaxed_model_2_multimer_v3_pred_1.pdb,-9.6,9.7e-8,TRUE,TRUE,SARS-CoV-2 Wet Hit
MERS-CoV-N__CCL21,MERS-CoV-N,CCL21,1,./results/MERS-CoV-N__CCL21/run1/structures/it1/water/MERS-CoV-N__CCL21_55w.pdb,5,-86.86,15.7,-42.46,6.85,-443.92,115.59,2948.91,145.89,27.621,4.619,44,0,0,0,2318.512,213.862,191.263,25.891,-12.5,7.1e-10,31.8183,8.40334,-0.670731,281.721,61.417,β-Chemokine,0.6914016023344134,MERS-CoV-N__CCL21,model_1_multimer_v3_pred_1,0.26999368,0.965105108373809,1.23509878788916,FALSE,A,B,12.4877,10.5531,4.69698,-0.740542,-2.84007,-14.9007,-1.36153,20.5991,-19.4227,8.90013,6.90444,7.23701,0,0,0,0.543814,8.6329,0.576427,0,0,-0.811895,0,0.0135224,2.384,522,42,2,2,1,TRUE,./best_AF2_and_GDock/MERS-CoV-N_CCL21_relaxed_model_1_multimer_v3_pred_1.pdb,-10,4.6e-8,TRUE,TRUE,SARS-CoV-2 Wet Hit
MERS-CoV-N__CXCL8,MERS-CoV-N,CXCL8,3,./results/MERS-CoV-N__CXCL8/run1/structures/it1/water/MERS-CoV-N__CXCL8_120w.pdb,6,-74.96,6.81,-58.61,5.94,-163.49,32.79,3055.76,183.56,3.289,2.196,45.33,0,0,0,2085.303,118.229,217.557,22.179,-12.1,1.3e-9,36.9268,5.9033,-0.639302,280.125,33.249,α-Chemokine,0.6914016023344134,MERS-CoV-N__CXCL8,model_2_multimer_v3_pred_1,0.43417888,0.954386664132324,1.3885655436995,TRUE,A,B,52.1737,4.84976,-11.0221,-6.75643,-10.0692,-26.3252,-0.713758,34.451,-37.5263,11.5263,16.8813,7.10187,0,0,0,0.486835,10.4121,-0.0350837,0,0,-0.342345,0,0.298841,2.384,488,70,5,4,3,FALSE,./best_AF2_and_GDock/MERS-CoV-N_CXCL8_relaxed_model_2_multimer_v3_pred_1.pdb,-13.2,2.3e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL16,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL16,2,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL16/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL16_199w.pdb,4,-78.7,7.53,-67.2,8.25,-114.98,12.89,3158.09,125.06,11.377,2.151,53.5,0,0,0,2271.01,224.056,231.854,14.495,-11.6,3e-9,23.3401,5.81758,-0.637193,257.975,33.3861,β-Chemokine,0.08461621909897774,SARS-CoV-2-B.1.617.2-DeltaA-N__CCL16,model_3_multimer_v3_pred_2,0.191445773,0.949202441086825,1.14064821413713,FALSE,A,B,36.157,7.4107,12.5198,-3.11569,-9.65945,-27.518,-4.31493,52.5832,-34.1386,13.6743,13.1693,9.9866,0,0,0,1.98633,26.5976,0.360127,0,0,-0.572376,0,0.0789785,2.384,516,64,11,5,10,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL16_relaxed_model_3_multimer_v3_pred_2.pdb,-14.5,2.4e-11,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BQ.1-N__CCL20,SARS-CoV-2-BQ.1-N,CCL20,4,./results/SARS-CoV-2-BQ.1-N__CCL20/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL20_159w.pdb,6,-116.61,12.51,-80.92,14.07,-356.86,33.84,2979.36,466.45,5.878,3.8,48.17,0,0,0,2718.997,107.707,151.52,53.959,-13.1,2.5e-10,28.2688,5.5548,-0.625624,257.728,18.3934,β-Chemokine,0.10963225241337865,SARS-CoV-2-BQ.1-N__CCL20,model_2_multimer_v3_pred_0,0.333299161,0.931964234279302,1.26526339521366,FALSE,A,B,31.3417,10.9318,11.5455,-2.9312,-6.59839,-23.1833,-0.692433,35.9916,-29.9779,19.4531,9.70223,8.878,0,0,0,0.918016,11.0093,0.0237559,0,0,-0.0952355,0,0.0572509,2.384,486,65,7,6,1,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL20_relaxed_model_2_multimer_v3_pred_0.pdb,-15.3,6.5e-12,FALSE,TRUE,HCoV-OC43 Wet Hit
SARS-CoV-2-BA.1.1-N__CCL1,SARS-CoV-2-BA.1.1-N,CCL1,5,./results/SARS-CoV-2-BA.1.1-N__CCL1/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL1_42w.pdb,4,-101.15,2.16,-75.71,3.51,-254.38,15.49,2984.62,116.38,16.059,2.283,48.25,0,0,0,2571.015,18.591,187.932,14.48,-11.4,4.5e-9,25.305,7.51799,-0.617375,294.194,26.5524,β-Chemokine,0.09805806756909202,SARS-CoV-2-BA.1.1-N__CCL1,model_2_multimer_v3_pred_1,0.275679303,0.857808144225336,1.1334874467534,TRUE,A,B,23.8428,3.60588,-7.34038,-3.71625,-9.636,-17.4252,-1.34908,26.9682,-21.6509,1.31002,10.1202,7.54441,0,0,0,0.27955,2.05001,-0.00489176,0,0,0.186601,0,0.0329333,2.384,489,48,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL1_relaxed_model_2_multimer_v3_pred_1.pdb,-10,4.8e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.2-N__CCL4L1,SARS-CoV-2-BA.2-N,CCL4L1,9,./results/SARS-CoV-2-BA.2-N__CCL4L1/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL4L1_64w.pdb,4,-110.52,10.12,-90.61,11.96,-199.11,19.52,2858.66,132.33,-1.608,4.144,43.5,0,0,0,2462.253,189.195,153.828,21.356,-14.6,2.1e-11,34.0166,4.12136,-0.602999,269.28,39.6345,β-Chemokine,0.09805806756909202,SARS-CoV-2-BA.2-N__CCL4L1,model_3_multimer_v3_pred_2,0.256468286,0.919750417388395,1.17621870355816,FALSE,A,B,38.8209,8.24666,30.6402,-3.93601,-4.66058,-28.8783,-2.07116,46.5391,-36.373,33.1918,12.2021,12.8661,0,0,0,2.36097,25.2285,0.0630433,0,0,-0.663764,0,0,2.384,457,54,17,11,9,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL4L1_relaxed_model_3_multimer_v3_pred_2.pdb,-15.5,4.2e-12,FALSE,FALSE,Not Wet Hit
OC43-N__IL-35,OC43-N,IL-35,1,./results/OC43-N__IL-35/run1/structures/it1/water/OC43-N__IL-35_7w.pdb,4,-69.06,3.81,-43.31,5.31,-257.51,54.96,4770.47,403.26,7.791,4.023,82,0,0,0,2147.382,100.05,390.028,42.461,-10.5,2e-8,31.4589,19.1331,-0.588614,293.274,-22.2053,Interleukin,0.7985957062499249,OC43-N__IL-35,model_1_multimer_v3_pred_4,0.394485662,0.97134613843429,1.36583180015208,TRUE,A,B,26.2054,3.29221,-17.0024,-2.60966,-1.67141,-30.5868,-0.113625,35.9628,-47.2076,5.43038,12.3229,10.4704,0,0,0,0.94514,15.9607,-0.192771,0,0,0.247917,0,5.55e-17,2.384,764,61,3,0,3,FALSE,./best_AF2_and_GDock/OC43-N_IL-35_relaxed_model_1_multimer_v3_pred_4.pdb,-20.8,6e-16,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1-N__CCL22,SARS-CoV-2-B.1.1-N,CCL22,11,./results/SARS-CoV-2-B.1.1-N__CCL22/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL22_27w.pdb,4,-105.46,8.67,-63.78,12.09,-416.76,41.77,2802.73,57.4,6.287,6.569,42.75,0,0,0,2393.91,78.188,139.427,9.977,-11.4,4.5e-9,24.2224,3.4594,-0.557048,266.637,12.1849,β-Chemokine,0.06908885358534668,SARS-CoV-2-B.1.1-N__CCL22,model_3_multimer_v3_pred_3,0.177959927,0.960550569251999,1.13851049595948,FALSE,A,B,23.0283,3.42783,9.5171,-1.95978,-5.78633,-16.4794,-0.258328,28.025,-21.4135,12.7911,6.78617,7.0364,0,0,0,0.723396,7.28105,0.0186139,0,0,-0.0694357,0,0.103197,2.384,488,50,5,5,3,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL22_relaxed_model_3_multimer_v3_pred_3.pdb,-10.1,4.1e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__IFNomega,SARS-CoV-2-BA.4-N,IFNomega,29,./results/SARS-CoV-2-BA.4-N__IFNomega/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IFNomega_124w.pdb,2,-130.05,1.63,-91.58,1.32,-384.72,3.09,3253.27,168.52,9.746,1.007,54,0,0,0,2785.435,32.225,166.554,15.917,-11.1,7.2e-9,25.7244,11.0733,-0.539743,270.734,3.5202,Interferon,0.10963225241337865,SARS-CoV-2-BA.4-N__IFNomega,model_2_multimer_v3_pred_2,0.358352978,0.994051500250098,1.3524044779379,FALSE,A,B,60.174,9.89435,3.02761,-3.74025,-8.60663,-35.6292,-2.68678,50.9835,-50.0947,24.1306,20.57,8.04992,0,0,0,0.583782,14.6844,-0.141761,0,0,-0.504823,0,0.113826,2.384,590,79,10,8,3,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IFNomega_relaxed_model_2_multimer_v3_pred_2.pdb,-17.4,1.9e-13,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1.529-N__CCL23,SARS-CoV-2-B.1.1.529-N,CCL23,1,./results/SARS-CoV-2-B.1.1.529-N__CCL23/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL23_3w.pdb,6,-86.92,6.17,-44.61,4.36,-423.07,32.34,3350.11,342.49,26.748,3.368,55.17,0,0,0,2495.953,110.53,232.533,43.638,-10.1,3.6e-8,23.4852,25.6479,-0.538436,272.721,89.193,β-Chemokine,0.08492077756084468,SARS-CoV-2-B.1.1.529-N__CCL23,model_5_multimer_v3_pred_1,0.156564379,0.981964611199586,1.13852899049141,FALSE,A,B,27.705,5.99934,5.65032,-0.286322,-4.67083,-12.7792,-1.20502,21.2202,-15.4301,3.27203,6.58954,8.10424,0,0,0,1.23109,12.1455,-1.33e-15,0,-1.78e-15,-0.395282,0,-6.94e-17,2.384,532,39,4,0,4,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL23_relaxed_model_5_multimer_v3_pred_1.pdb,-9.4,1.3e-7,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__IL-23,SARS-CoV-2-BA.4-N,IL-23,19,./results/SARS-CoV-2-BA.4-N__IL-23/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IL-23_14w.pdb,2,-134.4,2.09,-83.17,3.54,-512.23,14.5,4843.65,119.39,32,0.432,83,0,0,0,3591.095,13.405,330.745,13.012,-14,5.3e-11,27.4242,34.9692,-0.533887,298.841,78.6193,Interleukin,0.10963225241337865,SARS-CoV-2-BA.4-N__IL-23,model_3_multimer_v3_pred_1,0.476626924,0.955346677468327,1.43197360180391,TRUE,A,B,68.1627,7.09152,6.98715,-4.78542,-8.12852,-38.9778,-0.654449,52.5032,-56.7292,25.644,20.2228,13.9074,0,0,0.867868,3.26095,16.6793,-0.0526105,0,0,-0.0944839,0,0.00336814,2.384,892,80,10,7,4,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IL-23_relaxed_model_3_multimer_v3_pred_1.pdb,-27.7,5.2e-21,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.2-N__IL-6Ralpha,SARS-CoV-2-BA.2-N,IL-6Ralpha,5,./results/SARS-CoV-2-BA.2-N__IL-6Ralpha/run1/structures/it1/water/SARS-CoV-2-BA.2-N__IL-6Ralpha_174w.pdb,2,-94.39,4.14,-78.84,8.86,-155.49,47.14,5634.27,101.98,3.519,2.241,90.5,0,0,0,2495.475,169.955,480.721,32.246,-7.3,4.7e-6,20.6469,48.2747,-0.532398,246.905,190.273,Interleukin,0.09805806756909202,SARS-CoV-2-BA.2-N__IL-6Ralpha,model_2_multimer_v3_pred_0,0.227998435,0.97805984462987,1.20605827983852,FALSE,A,B,591.232,116.405,124.6,-4.81064,-9.06836,-22.7725,-2.44507,41.6238,-25.7849,128.886,10.9395,7.16414,0,0,0,1.47581,78.9822,0.47314,0,0,-1.10824,0,0.0265325,2.384,865,69,23,23,9,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IL-6Ralpha_relaxed_model_2_multimer_v3_pred_0.pdb,-16.4,9.2e-13,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-XBB-N__CCL11,SARS-CoV-2-XBB-N,CCL11,4,./results/SARS-CoV-2-XBB-N__CCL11/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL11_106w.pdb,6,-131.4,7.89,-85.83,5.85,-455.69,51.05,2916.12,231.41,28.271,5.075,47.17,0,0,0,3093.192,145.466,142.91,22.815,-16.7,6e-13,22.9872,5.56295,-0.522945,268.042,25.3057,β-Chemokine,0.10963225241337865,SARS-CoV-2-XBB-N__CCL11,model_3_multimer_v3_pred_0,0.182613801,0.928122410256566,1.11073621142983,TRUE,A,B,28.4037,10.3646,-0.319315,-3.36769,-4.52128,-12.3301,-0.416876,18.5717,-16.0678,7.01849,4.76783,5.24893,0,0,0,0.953075,2.59855,-0.0177286,0,0,-0.157871,0,0,2.384,490,30,1,1,0,TRUE,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL11_relaxed_model_3_multimer_v3_pred_0.pdb,-10.5,1.9e-8,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL9,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL9,2,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL9/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL9_64w.pdb,4,-118.92,10.75,-64.4,6.81,-545.25,51.58,2849.75,30.11,31.657,3.356,47.75,0,0,0,3034.865,294.822,143.185,12.089,-13,3.1e-10,26.6574,2.72962,-0.507718,270.249,48.9165,α-Chemokine,0.08461621909897774,SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL9,model_3_multimer_v3_pred_4,0.235479325,0.973004107743584,1.2084834327813,FALSE,A,B,29.0161,7.14426,6.1322,-2.12459,-7.41627,-13.8543,-1.85701,24.051,-17.4509,10.7083,8.30347,5.39728,0,0,0,0.253532,9.78007,0.0617409,0,0,0.0600503,0,-1.39e-17,2.384,522,44,8,4,4,TRUE,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL9_relaxed_model_3_multimer_v3_pred_4.pdb,-10,4.5e-8,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-B.1.1-N__CXCL14,SARS-CoV-2-B.1.1-N,CXCL14,1,./results/SARS-CoV-2-B.1.1-N__CXCL14/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CXCL14_50w.pdb,8,-102.77,9.62,-68.26,9.6,-345.15,51.96,2933.92,164.89,22.755,4.752,49,0,0,0,2824.452,267.799,178.859,23.413,-12.8,4e-10,28.4486,5.06514,-0.490863,258.663,36.3113,α-Chemokine,0.06908885358534668,SARS-CoV-2-B.1.1-N__CXCL14,model_3_multimer_v3_pred_1,0.243806029,0.951002897624252,1.19480892694438,FALSE,A,B,25.1179,4.225,4.44065,-3.89718,-10.0113,-24.9308,-1.95254,38.8965,-30.3538,7.93696,15.953,12.1401,0,0,0,1.46883,15.1909,0.00193939,0,0,-0.811101,0,0,2.384,496,53,7,2,5,TRUE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CXCL14_relaxed_model_3_multimer_v3_pred_1.pdb,-12.8,3.8e-10,TRUE,TRUE,SARS-CoV-2 Wet Hit
MERS-CoV-N__CCL25,MERS-CoV-N,CCL25,1,./results/MERS-CoV-N__CCL25/run1/structures/it1/water/MERS-CoV-N__CCL25_148w.pdb,19,-86.89,13.73,-76.38,10.88,-105.12,41.93,3362.57,350.28,-7.521,4.203,52.74,0,0,0,2497.637,239.191,231.438,42.259,-12.8,4e-10,33.7838,21.9346,-0.462432,279.741,98.7483,β-Chemokine,0.6914016023344134,MERS-CoV-N__CCL25,model_2_multimer_v3_pred_1,0.25756603,0.935943615573102,1.19350964548747,FALSE,A,B,26.8491,38.8659,9.09656,-2.98234,-4.63922,-17.2765,0.15626,26.7709,-21.7166,11.374,9.5459,7.63471,0,0,-4.44e-16,0.428612,6.10178,0.0573288,0,0,-0.269018,0,0.0124943,2.384,537,49,4,3,1,FALSE,./best_AF2_and_GDock/MERS-CoV-N_CCL25_relaxed_model_2_multimer_v3_pred_1.pdb,-13.8,8.1e-11,FALSE,TRUE,HCoV-OC43 Wet Hit
SARS-CoV-2-B.1.1.529-N__CCL20,SARS-CoV-2-B.1.1.529-N,CCL20,1,./results/SARS-CoV-2-B.1.1.529-N__CCL20/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL20_186w.pdb,6,-89.19,7.83,-58.24,9.25,-309.46,33.38,3069.11,205.23,13.149,2.384,48.5,0,0,0,2153.998,186.895,199.929,21.785,-10.9,9.7e-9,26.8963,4.28063,-0.430809,259.645,5.7036,β-Chemokine,0.08492077756084468,SARS-CoV-2-B.1.1.529-N__CCL20,model_1_multimer_v3_pred_0,0.267410113,0.87689916538162,1.14430927888022,TRUE,A,B,17.4639,3.21283,-4.49493,-2.68066,-6.11791,-20.6347,-2.05727,30.9002,-26.2356,2.74181,13.1486,6.6314,0,0,0,0.159796,8.24239,0.122588,0,0,-0.473103,0,-2.78e-17,2.384,486,64,1,0,1,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL20_relaxed_model_1_multimer_v3_pred_0.pdb,-11.6,3.1e-9,FALSE,TRUE,HCoV-OC43 Wet Hit
SARS-CoV-2-B.1.1.529-N__IL-23,SARS-CoV-2-B.1.1.529-N,IL-23,1,./results/SARS-CoV-2-B.1.1.529-N__IL-23/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__IL-23_165w.pdb,5,-80.48,13.09,-41.61,11.53,-388.71,17.85,5355.82,423.71,16.348,6.363,90.8,0,0,0,2326.626,246.575,422.099,37.639,-9.8,6.3e-8,21.2664,31.9906,-0.366816,267.434,98.1265,Interleukin,0.08492077756084468,SARS-CoV-2-B.1.1.529-N__IL-23,model_3_multimer_v3_pred_1,0.474742486,0.956652537099468,1.43139502262761,TRUE,A,B,92.9931,9.24055,-7.29334,-4.49672,-8.20391,-38.8182,-1.64798,56.7027,-54.8536,13.8608,17.7687,10.2275,0,0,0,2.40331,22.7602,-0.0770337,0,0,-0.169429,0,0.0106392,2.384,892,80,11,5,7,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_IL-23_relaxed_model_3_multimer_v3_pred_1.pdb,-25.6,1.6e-19,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-P.1-N__CCL7,SARS-CoV-2-P.1-N,CCL7,5,./results/SARS-CoV-2-P.1-N__CCL7/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL7_111w.pdb,5,-101.72,3.75,-63.67,3.31,-380.47,36.67,2943.92,30.58,29.452,1.677,47.6,0,0,0,2729.476,117.102,184.078,6.183,-11.2,6.2e-9,26.8264,5.70835,-0.360663,262.42,26.8354,β-Chemokine,0.08461621909897774,SARS-CoV-2-P.1-N__CCL7,model_3_multimer_v3_pred_4,0.199648971,0.958771922679042,1.15842089392073,FALSE,A,B,29.1118,8.86526,0.923121,-2.52284,-4.64288,-13.6888,-1.32079,20.0111,-17.9211,3.08454,7.20969,6.66367,0,0,0.972323,3.35189,2.86782,-0.0165185,0,0,-0.257105,0,0,2.384,495,30,1,1,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL7_relaxed_model_3_multimer_v3_pred_4.pdb,-8.8,3.6e-7,FALSE,FALSE,Not Wet Hit
