experiment_name,n_protein,cytokine_protein,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M,af2_foldx_dG
SARS-CoV-2-BA.1.1-N_IL-18,SARS-CoV-2-BA.1.1-N,IL-18,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_IL-18_relaxed_model_4_multimer_v3_pred_0.pdb,-12,1.50E-09,0.144971
SARS-CoV-2-P.1-N_CXCL12beta,SARS-CoV-2-P.1-N,CXCL12beta,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CXCL12beta_relaxed_model_3_multimer_v3_pred_2.pdb,-9.4,1.30E-07,-3.7602
SARS-CoV-2-B.1.1.7-N_CCL26,SARS-CoV-2-B.1.1.7-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CCL26_relaxed_model_3_multimer_v3_pred_0.pdb,-15.8,2.60E-12,2.38994
BANAL-20-52-N_CCL4L1,BANAL-20-52-N,CCL4L1,./best_AF2_and_GDock/BANAL-20-52-N_CCL4L1_relaxed_model_2_multimer_v3_pred_3.pdb,-11.7,2.80E-09,-3.62019
SARS-CoV-2-B.1.1.7-N_TNFbeta,SARS-CoV-2-B.1.1.7-N,TNFbeta,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_TNFbeta_relaxed_model_3_multimer_v3_pred_0.pdb,-12.6,5.50E-10,-8.85765
SARS-CoV-N_IFNgamma,SARS-CoV-N,IFNgamma,./best_AF2_and_GDock/SARS-CoV-N_IFNgamma_relaxed_model_3_multimer_v3_pred_3.pdb,-16.2,1.30E-12,-2.31721
SARS-CoV-2-BA.2-N_IL-10,SARS-CoV-2-BA.2-N,IL-10,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IL-10_relaxed_model_4_multimer_v3_pred_4.pdb,-13.8,7.40E-11,25.9602
SARS-CoV-2-B.1.1-N_TNFbeta,SARS-CoV-2-B.1.1-N,TNFbeta,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_TNFbeta_relaxed_model_3_multimer_v3_pred_2.pdb,-14,5.80E-11,-0.221114
SARS-CoV-2-B.1.1-N_CCL15,SARS-CoV-2-B.1.1-N,CCL15,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL15_relaxed_model_2_multimer_v3_pred_3.pdb,-15.6,3.50E-12,-4.37577
MERS-CoV-N_CXCL4,MERS-CoV-N,CXCL4,./best_AF2_and_GDock/MERS-CoV-N_CXCL4_relaxed_model_5_multimer_v3_pred_3.pdb,-11.1,6.70E-09,-23.4432
SARS-CoV-2-P.1-N_CCL1,SARS-CoV-2-P.1-N,CCL1,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL1_relaxed_model_3_multimer_v3_pred_3.pdb,-13.4,1.40E-10,4.4284
RaTG13-N_CXCL5,RaTG13-N,CXCL5,./best_AF2_and_GDock/RaTG13-N_CXCL5_relaxed_model_1_multimer_v3_pred_2.pdb,-9.2,1.80E-07,-3.1791
MERS-CoV-N_CCL11,MERS-CoV-N,CCL11,./best_AF2_and_GDock/MERS-CoV-N_CCL11_relaxed_model_3_multimer_v3_pred_1.pdb,-11.1,6.90E-09,-14.9509
SARS-CoV-2-B.1.1-N_CCL27,SARS-CoV-2-B.1.1-N,CCL27,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL27_relaxed_model_2_multimer_v3_pred_3.pdb,-18.3,3.60E-14,3.3779
SARS-CoV-2-XBB-N_IL-17a,SARS-CoV-2-XBB-N,IL-17a,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_IL-17a_relaxed_model_4_multimer_v3_pred_3.pdb,-8.1,1.20E-06,-4.67057
SARS-CoV-2-BA.2-N_TNFalpha,SARS-CoV-2-BA.2-N,TNFalpha,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_TNFalpha_relaxed_model_2_multimer_v3_pred_4.pdb,-14.6,1.90E-11,-12.4023
RaTG13-N_CXCL1,RaTG13-N,CXCL1,./best_AF2_and_GDock/RaTG13-N_CXCL1_relaxed_model_2_multimer_v3_pred_3.pdb,-8.9,3.10E-07,-12.9158
SARS-CoV-N_CCL4L1,SARS-CoV-N,CCL4L1,./best_AF2_and_GDock/SARS-CoV-N_CCL4L1_relaxed_model_3_multimer_v3_pred_3.pdb,-10.8,1.20E-08,5.6907
SARS-CoV-2-B.1.617.2-DeltaA-N_IL-27,SARS-CoV-2-B.1.617.2-DeltaA-N,IL-27,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_IL-27_relaxed_model_2_multimer_v3_pred_0.pdb,-15.8,2.40E-12,62.5596
BANAL-20-52-N_CCL24,BANAL-20-52-N,CCL24,./best_AF2_and_GDock/BANAL-20-52-N_CCL24_relaxed_model_5_multimer_v3_pred_2.pdb,-11.8,2.40E-09,-1.5923
SARS-CoV-2-B.1.351-N_IFNgamma,SARS-CoV-2-B.1.351-N,IFNgamma,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_IFNgamma_relaxed_model_5_multimer_v3_pred_1.pdb,-10.9,1.00E-08,-2.8674
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL23,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL23,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL23_relaxed_model_4_multimer_v3_pred_2.pdb,-15.5,4.60E-12,-9.14341
SARS-CoV-2-BA.2-N_CCL26,SARS-CoV-2-BA.2-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL26_relaxed_model_4_multimer_v3_pred_4.pdb,-10.3,2.70E-08,1.9266
SARS-CoV-2-B.1.1.529-N_IL-6,SARS-CoV-2-B.1.1.529-N,IL-6,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_IL-6_relaxed_model_3_multimer_v3_pred_2.pdb,-11.3,5.10E-09,-5.37006
SARS-CoV-2-BA.4-N_CCL3,SARS-CoV-2-BA.4-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL3_relaxed_model_4_multimer_v3_pred_4.pdb,-12.7,5.00E-10,-12.3733
SARS-CoV-2-P.1-N_CCL16,SARS-CoV-2-P.1-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL16_relaxed_model_3_multimer_v3_pred_1.pdb,-15.6,3.70E-12,-2.45437
SARS-CoV-2-BA.2-N_IL-6Ralpha,SARS-CoV-2-BA.2-N,IL-6Ralpha,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IL-6Ralpha_relaxed_model_2_multimer_v3_pred_0.pdb,-16.4,9.20E-13,-9.40026
SARS-CoV-2-XBB-N_TNFalpha,SARS-CoV-2-XBB-N,TNFalpha,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_TNFalpha_relaxed_model_2_multimer_v3_pred_4.pdb,-22.1,5.80E-17,-7.3286
MERS-CoV-N_IFNgamma,MERS-CoV-N,IFNgamma,./best_AF2_and_GDock/MERS-CoV-N_IFNgamma_relaxed_model_2_multimer_v3_pred_2.pdb,-9.8,6.20E-08,-1.96475
SARS-CoV-2-BQ.1-N_TNFbeta,SARS-CoV-2-BQ.1-N,TNFbeta,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_TNFbeta_relaxed_model_3_multimer_v3_pred_4.pdb,-10.7,1.50E-08,-4.7874
SARS-CoV-2-BA.2-N_IL-23,SARS-CoV-2-BA.2-N,IL-23,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IL-23_relaxed_model_3_multimer_v3_pred_0.pdb,-29.7,1.70E-22,15.4752
SARS-CoV-2-B.1.351-N_CCL20,SARS-CoV-2-B.1.351-N,CCL20,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL20_relaxed_model_5_multimer_v3_pred_4.pdb,-13.5,1.30E-10,-11.0137
SARS-CoV-2-WA1-N_CCL19,SARS-CoV-2-WA1-N,CCL19,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL19_relaxed_model_4_multimer_v3_pred_4.pdb,-19.6,4.50E-15,22.9989
SARS-CoV-2-B.1.1.7-N_IL-1beta,SARS-CoV-2-B.1.1.7-N,IL-1beta,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_IL-1beta_relaxed_model_3_multimer_v3_pred_3.pdb,-10,4.50E-08,-0.509969
SARS-CoV-2-XBB-N_IL-12p70,SARS-CoV-2-XBB-N,IL-12p70,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_IL-12p70_relaxed_model_4_multimer_v3_pred_3.pdb,-21.3,2.50E-16,-10.9829
MERS-CoV-N_IL-13,MERS-CoV-N,IL-13,./best_AF2_and_GDock/MERS-CoV-N_IL-13_relaxed_model_2_multimer_v3_pred_2.pdb,-11,8.60E-09,6.5987
SARS-CoV-2-B.1.1.529-N_CCL26,SARS-CoV-2-B.1.1.529-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL26_relaxed_model_3_multimer_v3_pred_2.pdb,-14.2,4.00E-11,42.1487
RaTG13-N_CCL25,RaTG13-N,CCL25,./best_AF2_and_GDock/RaTG13-N_CCL25_relaxed_model_3_multimer_v3_pred_4.pdb,-15,9.70E-12,-16.723
SARS-CoV-2-BA.2-N_IL-1beta,SARS-CoV-2-BA.2-N,IL-1beta,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IL-1beta_relaxed_model_5_multimer_v3_pred_0.pdb,-7.6,2.80E-06,-7.15132
SARS-CoV-2-BQ.1-N_IL-1beta,SARS-CoV-2-BQ.1-N,IL-1beta,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_IL-1beta_relaxed_model_3_multimer_v3_pred_0.pdb,-11.1,7.50E-09,-4.48153
SARS-CoV-2-XBB-N_CCL22,SARS-CoV-2-XBB-N,CCL22,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL22_relaxed_model_4_multimer_v3_pred_3.pdb,-10,4.30E-08,4.44774
MERS-CoV-N_CCL4L1,MERS-CoV-N,CCL4L1,./best_AF2_and_GDock/MERS-CoV-N_CCL4L1_relaxed_model_2_multimer_v3_pred_4.pdb,-9.4,1.40E-07,-8.93165
SARS-CoV-2-WA1-N_CCL3,SARS-CoV-2-WA1-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL3_relaxed_model_4_multimer_v3_pred_3.pdb,-13.9,6.50E-11,-17.8784
SARS-CoV-2-B.1.1.529-N_CCL15,SARS-CoV-2-B.1.1.529-N,CCL15,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL15_relaxed_model_1_multimer_v3_pred_0.pdb,-15.3,6.20E-12,5.99901
SARS-CoV-2-P.1-N_IL-12p70,SARS-CoV-2-P.1-N,IL-12p70,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_IL-12p70_relaxed_model_1_multimer_v3_pred_2.pdb,-24.9,5.30E-19,-2.29258
SARS-CoV-2-P.1-N_CCL17,SARS-CoV-2-P.1-N,CCL17,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL17_relaxed_model_3_multimer_v3_pred_0.pdb,-12.5,6.90E-10,-1.39437
SARS-CoV-2-B.1.1.529-N_IL-17a,SARS-CoV-2-B.1.1.529-N,IL-17a,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_IL-17a_relaxed_model_1_multimer_v3_pred_3.pdb,-14.5,2.50E-11,-0.1249
SARS-CoV-2-BQ.1-N_CCL8,SARS-CoV-2-BQ.1-N,CCL8,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL8_relaxed_model_4_multimer_v3_pred_1.pdb,-12.4,8.30E-10,5.9481
OC43-N_CCL16,OC43-N,CCL16,./best_AF2_and_GDock/OC43-N_CCL16_relaxed_model_2_multimer_v3_pred_2.pdb,-12.8,4.00E-10,-10.1807
SARS-CoV-N_CXCL1,SARS-CoV-N,CXCL1,./best_AF2_and_GDock/SARS-CoV-N_CXCL1_relaxed_model_2_multimer_v3_pred_2.pdb,-9.9,5.30E-08,-13.4046
SARS-CoV-2-XBB-N_CCL4L1,SARS-CoV-2-XBB-N,CCL4L1,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL4L1_relaxed_model_3_multimer_v3_pred_0.pdb,-16.4,9.10E-13,-0.199762
MERS-CoV-N_CCL1,MERS-CoV-N,CCL1,./best_AF2_and_GDock/MERS-CoV-N_CCL1_relaxed_model_4_multimer_v3_pred_4.pdb,-9.5,1.00E-07,-7.95084
SARS-CoV-2-B.1.351-N_CCL21,SARS-CoV-2-B.1.351-N,CCL21,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL21_relaxed_model_4_multimer_v3_pred_4.pdb,-15.8,2.40E-12,7.07031
SARS-CoV-2-BA.4-N_CCL3L1,SARS-CoV-2-BA.4-N,CCL3L1,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL3L1_relaxed_model_4_multimer_v3_pred_0.pdb,-15.8,2.40E-12,-21.5974
SARS-CoV-2-BQ.1-N_CCL28,SARS-CoV-2-BQ.1-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL28_relaxed_model_3_multimer_v3_pred_2.pdb,-10.6,1.80E-08,-1.74417
SARS-CoV-2-WA1-N_IFNbeta,SARS-CoV-2-WA1-N,IFNbeta,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_IFNbeta_relaxed_model_2_multimer_v3_pred_4.pdb,-11.7,2.40E-09,-9.13172
SARS-CoV-2-WA1-N_CXCL13,SARS-CoV-2-WA1-N,CXCL13,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CXCL13_relaxed_model_4_multimer_v3_pred_2.pdb,-16,1.70E-12,-6.03833
SARS-CoV-2-BQ.1-N_CXCL8,SARS-CoV-2-BQ.1-N,CXCL8,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CXCL8_relaxed_model_4_multimer_v3_pred_0.pdb,-13.4,1.50E-10,-11.1826
SARS-CoV-N_CCL15,SARS-CoV-N,CCL15,./best_AF2_and_GDock/SARS-CoV-N_CCL15_relaxed_model_1_multimer_v3_pred_3.pdb,-12.8,4.10E-10,-2.7571
BANAL-20-52-N_IL-23,BANAL-20-52-N,IL-23,./best_AF2_and_GDock/BANAL-20-52-N_IL-23_relaxed_model_2_multimer_v3_pred_4.pdb,-28.6,9.90E-22,-11.878
BANAL-20-52-N_CCL25,BANAL-20-52-N,CCL25,./best_AF2_and_GDock/BANAL-20-52-N_CCL25_relaxed_model_4_multimer_v3_pred_3.pdb,-14.9,1.30E-11,-19.7571
SARS-CoV-2-BA.1.1-N_CXCL1,SARS-CoV-2-BA.1.1-N,CXCL1,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CXCL1_relaxed_model_3_multimer_v3_pred_3.pdb,-10.3,3.00E-08,-4.7915
SARS-CoV-2-WA1-N_CCL16,SARS-CoV-2-WA1-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL16_relaxed_model_3_multimer_v3_pred_1.pdb,-19.8,3.20E-15,0.636766
SARS-CoV-2-B.1.1.7-N_CXCL9,SARS-CoV-2-B.1.1.7-N,CXCL9,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CXCL9_relaxed_model_3_multimer_v3_pred_2.pdb,-9.6,9.20E-08,6.19967
SARS-CoV-N_CCL2,SARS-CoV-N,CCL2,./best_AF2_and_GDock/SARS-CoV-N_CCL2_relaxed_model_1_multimer_v3_pred_3.pdb,-9.1,2.20E-07,-10.6656
OC43-N_CX3CL1,OC43-N,CX3CL1,./best_AF2_and_GDock/OC43-N_CX3CL1_relaxed_model_3_multimer_v3_pred_1.pdb,-19.6,4.30E-15,-17.0799
SARS-CoV-2-BA.2-N_CXCL13,SARS-CoV-2-BA.2-N,CXCL13,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CXCL13_relaxed_model_4_multimer_v3_pred_1.pdb,-16.2,1.30E-12,4.63642
SARS-CoV-2-BA.4-N_TNFalpha,SARS-CoV-2-BA.4-N,TNFalpha,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_TNFalpha_relaxed_model_5_multimer_v3_pred_3.pdb,-15.9,2.10E-12,-12.5613
SARS-CoV-2-BA.2-N_IFNlambda1,SARS-CoV-2-BA.2-N,IFNlambda1,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IFNlambda1_relaxed_model_3_multimer_v3_pred_2.pdb,-17.6,1.20E-13,-26.2377
MERS-CoV-N_CXCL13,MERS-CoV-N,CXCL13,./best_AF2_and_GDock/MERS-CoV-N_CXCL13_relaxed_model_4_multimer_v3_pred_0.pdb,-15.9,2.00E-12,11.8629
SARS-CoV-2-BQ.1-N_CCL26,SARS-CoV-2-BQ.1-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL26_relaxed_model_4_multimer_v3_pred_1.pdb,-10.6,1.70E-08,5.98191
SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL12beta,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL12beta,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL12beta_relaxed_model_2_multimer_v3_pred_3.pdb,-11.3,4.70E-09,-1.04547
SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL10,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL10_relaxed_model_3_multimer_v3_pred_0.pdb,-8.8,3.80E-07,-2.11536
OC43-N_IL-18BP,OC43-N,IL-18BP,./best_AF2_and_GDock/OC43-N_IL-18BP_relaxed_model_1_multimer_v3_pred_1.pdb,-13,3.00E-10,-26.8336
SARS-CoV-2-XBB-N_CCL11,SARS-CoV-2-XBB-N,CCL11,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL11_relaxed_model_3_multimer_v3_pred_0.pdb,-10.5,1.90E-08,-4.46359
SARS-CoV-2-BA.4-N_IL-27,SARS-CoV-2-BA.4-N,IL-27,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IL-27_relaxed_model_2_multimer_v3_pred_2.pdb,-23.4,6.70E-18,15.3848
MERS-CoV-N_CXCL8,MERS-CoV-N,CXCL8,./best_AF2_and_GDock/MERS-CoV-N_CXCL8_relaxed_model_2_multimer_v3_pred_1.pdb,-13.2,2.30E-10,-11.0221
SARS-CoV-2-BA.4-N_IL-23,SARS-CoV-2-BA.4-N,IL-23,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IL-23_relaxed_model_3_multimer_v3_pred_1.pdb,-27.7,5.20E-21,-1.49E-12
BANAL-20-52-N_IL-17a,BANAL-20-52-N,IL-17a,./best_AF2_and_GDock/BANAL-20-52-N_IL-17a_relaxed_model_1_multimer_v3_pred_0.pdb,-11.5,3.70E-09,33.3204
RaTG13-N_CCL22,RaTG13-N,CCL22,./best_AF2_and_GDock/RaTG13-N_CCL22_relaxed_model_4_multimer_v3_pred_2.pdb,-11.3,5.50E-09,22.3007
SARS-CoV-2-XBB-N_CCL26,SARS-CoV-2-XBB-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL26_relaxed_model_3_multimer_v3_pred_3.pdb,-13.2,1.90E-10,0.883487
MERS-CoV-N_IFNbeta,MERS-CoV-N,IFNbeta,./best_AF2_and_GDock/MERS-CoV-N_IFNbeta_relaxed_model_3_multimer_v3_pred_2.pdb,-9.9,5.80E-08,-6.38047
OC43-N_IL-1beta,OC43-N,IL-1beta,./best_AF2_and_GDock/OC43-N_IL-1beta_relaxed_model_2_multimer_v3_pred_2.pdb,-12.5,7.30E-10,8.79268
SARS-CoV-2-B.1.1.7-N_IL-17a,SARS-CoV-2-B.1.1.7-N,IL-17a,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_IL-17a_relaxed_model_4_multimer_v3_pred_4.pdb,-11.5,3.80E-09,0.0391658
SARS-CoV-2-BA.1.1-N_IFNomega,SARS-CoV-2-BA.1.1-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_IFNomega_relaxed_model_1_multimer_v3_pred_4.pdb,-16.1,1.70E-12,26.7888
SARS-CoV-2-BA.2-N_CCL18,SARS-CoV-2-BA.2-N,CCL18,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL18_relaxed_model_3_multimer_v3_pred_2.pdb,-13.6,1.00E-10,5.65413
BANAL-20-52-N_CCL15,BANAL-20-52-N,CCL15,./best_AF2_and_GDock/BANAL-20-52-N_CCL15_relaxed_model_1_multimer_v3_pred_0.pdb,-13.2,2.10E-10,2.26971
SARS-CoV-2-WA1-N_CXCL2,SARS-CoV-2-WA1-N,CXCL2,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CXCL2_relaxed_model_2_multimer_v3_pred_0.pdb,-10.1,4.20E-08,-9.91555
RaTG13-N_CCL21,RaTG13-N,CCL21,./best_AF2_and_GDock/RaTG13-N_CCL21_relaxed_model_4_multimer_v3_pred_3.pdb,-14.6,1.90E-11,-6.83121
OC43-N_CCL1,OC43-N,CCL1,./best_AF2_and_GDock/OC43-N_CCL1_relaxed_model_1_multimer_v3_pred_0.pdb,-10.9,1.10E-08,-10.902
RaTG13-N_CCL27,RaTG13-N,CCL27,./best_AF2_and_GDock/RaTG13-N_CCL27_relaxed_model_5_multimer_v3_pred_1.pdb,-13.9,5.90E-11,-3.74526
SARS-CoV-2-B.1.1.7-N_XCL1,SARS-CoV-2-B.1.1.7-N,XCL1,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_XCL1_relaxed_model_3_multimer_v3_pred_2.pdb,-13.1,2.50E-10,-3.76151
SARS-CoV-2-B.1.617.2-DeltaA-N_CX3CL1,SARS-CoV-2-B.1.617.2-DeltaA-N,CX3CL1,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CX3CL1_relaxed_model_4_multimer_v3_pred_0.pdb,-11.5,3.90E-09,-3.0659
SARS-CoV-N_IL-10,SARS-CoV-N,IL-10,./best_AF2_and_GDock/SARS-CoV-N_IL-10_relaxed_model_3_multimer_v3_pred_2.pdb,-11.2,6.50E-09,0.0243187
SARS-CoV-2-B.1.351-N_CXCL9,SARS-CoV-2-B.1.351-N,CXCL9,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CXCL9_relaxed_model_3_multimer_v3_pred_4.pdb,-9.6,9.10E-08,-12.5827
SARS-CoV-2-BA.1.1-N_CXCL5,SARS-CoV-2-BA.1.1-N,CXCL5,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CXCL5_relaxed_model_3_multimer_v3_pred_2.pdb,-9.8,6.60E-08,-6.44703
SARS-CoV-2-B.1.1.529-N_CCL28,SARS-CoV-2-B.1.1.529-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL28_relaxed_model_4_multimer_v3_pred_0.pdb,-22.7,2.10E-17,1.41678
SARS-CoV-2-B.1.1.7-N_IL-18,SARS-CoV-2-B.1.1.7-N,IL-18,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_IL-18_relaxed_model_3_multimer_v3_pred_3.pdb,-14,5.50E-11,3.67666
SARS-CoV-2-XBB-N_CXCL14,SARS-CoV-2-XBB-N,CXCL14,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL14_relaxed_model_4_multimer_v3_pred_3.pdb,-9,2.50E-07,5.03176
SARS-CoV-N_TNFalpha,SARS-CoV-N,TNFalpha,./best_AF2_and_GDock/SARS-CoV-N_TNFalpha_relaxed_model_2_multimer_v3_pred_1.pdb,-21.4,2.00E-16,-10.3404
SARS-CoV-2-XBB-N_IFNomega,SARS-CoV-2-XBB-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_IFNomega_relaxed_model_1_multimer_v3_pred_1.pdb,-15,1.00E-11,-21.8359
SARS-CoV-2-BA.4-N_CCL8,SARS-CoV-2-BA.4-N,CCL8,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL8_relaxed_model_4_multimer_v3_pred_2.pdb,-10.4,2.30E-08,16.6603
SARS-CoV-2-XBB-N_CCL13,SARS-CoV-2-XBB-N,CCL13,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL13_relaxed_model_4_multimer_v3_pred_4.pdb,-11.6,2.90E-09,-6.24567
SARS-CoV-2-WA1-N_TNFalpha,SARS-CoV-2-WA1-N,TNFalpha,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_TNFalpha_relaxed_model_4_multimer_v3_pred_2.pdb,-12.9,3.20E-10,-8.02377
SARS-CoV-2-P.1-N_TNFbeta,SARS-CoV-2-P.1-N,TNFbeta,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_TNFbeta_relaxed_model_3_multimer_v3_pred_1.pdb,-13.2,2.10E-10,0.866152
SARS-CoV-2-B.1.1.529-N_CXCL16,SARS-CoV-2-B.1.1.529-N,CXCL16,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CXCL16_relaxed_model_3_multimer_v3_pred_4.pdb,-10,4.50E-08,0.844726
SARS-CoV-2-BA.1.1-N_CCL22,SARS-CoV-2-BA.1.1-N,CCL22,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL22_relaxed_model_1_multimer_v3_pred_4.pdb,-11.7,2.80E-09,-7.37259
MERS-CoV-N_IL-35,MERS-CoV-N,IL-35,./best_AF2_and_GDock/MERS-CoV-N_IL-35_relaxed_model_1_multimer_v3_pred_2.pdb,-20.5,9.50E-16,-23.6712
SARS-CoV-2-BA.1.1-N_IL-35,SARS-CoV-2-BA.1.1-N,IL-35,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_IL-35_relaxed_model_2_multimer_v3_pred_0.pdb,-18.6,2.30E-14,-19.9189
SARS-CoV-2-B.1.1.529-N_CXCL12beta,SARS-CoV-2-B.1.1.529-N,CXCL12beta,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CXCL12beta_relaxed_model_3_multimer_v3_pred_4.pdb,-11.8,2.10E-09,-10.3612
SARS-CoV-2-P.1-N_CXCL12alpha,SARS-CoV-2-P.1-N,CXCL12alpha,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CXCL12alpha_relaxed_model_3_multimer_v3_pred_4.pdb,-8.7,4.40E-07,-9.46932
SARS-CoV-2-BA.4-N_CCL5,SARS-CoV-2-BA.4-N,CCL5,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL5_relaxed_model_3_multimer_v3_pred_2.pdb,-13.7,9.50E-11,-5.41741
SARS-CoV-2-B.1.1.529-N_TNFalpha,SARS-CoV-2-B.1.1.529-N,TNFalpha,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_TNFalpha_relaxed_model_2_multimer_v3_pred_1.pdb,-18.6,2.20E-14,-15.2071
MERS-CoV-N_CXCL7,MERS-CoV-N,CXCL7,./best_AF2_and_GDock/MERS-CoV-N_CXCL7_relaxed_model_2_multimer_v3_pred_3.pdb,-12.2,1.10E-09,-30.0758
SARS-CoV-2-BA.1.1-N_CX3CL1,SARS-CoV-2-BA.1.1-N,CX3CL1,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CX3CL1_relaxed_model_4_multimer_v3_pred_3.pdb,-13.2,2.10E-10,-5.22852
SARS-CoV-2-B.1.1.7-N_IL-23,SARS-CoV-2-B.1.1.7-N,IL-23,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_IL-23_relaxed_model_3_multimer_v3_pred_3.pdb,-30.2,6.80E-23,-0.447657
